,"Hondo-SEADYN Project:  Rack 005971, File HSL Stemtbl ",,,,,Data checked: 2003 Feb 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Square plots 5m x 5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,1983,,,,,,Fallen Stems,,,,,,,,1983,,,,,,,1983 Crown,,,,1983,1983,1991,2000,2000,,2000,,
,,,,DBH,1983 Base Coordinates (m),,,,Year,Length,Exit Coordinates (m),,,,Year,Uprooted,,Stem,       1983 Stem Lean,,       1991 Stem Lean,,       2000 Stem Lean,,Width (m),,Ht to crown,,BSD,Radial Inc.,DBH,DBH,Height,2000,Fire ,,Comment
Stand,Plot,Tag #,Species,(in),N,S,E,W,Dead,(m),N,S,E,W,Fallen,/ Broken,Age,Height (m),AmtChar,Direction,AmtNum,Direction,AmtNum,Direction,N-S,E-W,bottom (m),Fill%,(cm),(cm),(cm),(cm),(m),Code,Codes,Dummy,(year recorded)
3,5F,206,J,7,.,0.1,1,.,.,.,.,.,.,.,.,.,74,22.4,O,Z,.,.,.,.,1.6,1.8,13.2,65,23.4,6.48,19,19.7,23.7,.,.,X ,
3,5F,205,J,3.5,.,0.5,1.2,.,1981,11.2,.,0,2,.,1984,U,.,10.4,M,SW,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,Had a 1 in a column in front of the year fallen - unknown data therefore deleted the column (2003)
3,5F,195,J,4.7,.,0.8,0.8,.,1981,.,.,.,0.6,.,.,.,.,13.2,S,SE,.,.,.,.,.,.,.,.,.,.,12.2,.,.,DD,.,X ,
3,5F,203,J,6.3,.,1,.,2,2001,.,.,.,.,.,.,.,75,20,S,W,.,.,.,.,1.6,1.6,14.8,30,18.3,2.26,16.2,15.8,18.5,DS,.,X ,
3,5F,207,J,3.4,.,1.6,1.4,.,1981,10,.,0,0.5,.,1981,B,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,Had a 1 in a column in front of the year fallen - unknown data therefore deleted the column (2003)
3,5F,204,W,1.8,.,1.7,.,0.3,2001,.,.,.,.,.,.,.,32,4.5,O,Z,.,.,.,.,2.1,2.2,1.3,75,6,8.48,6.9,.,.,DD,.,X ,
3,5F,202,J,2.8,.,2.9,2,.,1981,.,.,.,.,1,.,.,.,8.8,S,SW,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,
3,5F,198,J,5,0.3,.,.,1.8,.,.,.,.,.,.,.,.,70,19.2,S,N,.,.,.,.,2,1.4,14.6,55,16,2.12,13.5,13.9,20,.,.,X ,
3,5F,200,J,3.4,0.5,.,.,2.2,1981,10.8,.,0,1,.,1981,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,Had a 1 in a column in front of the year fallen - unknown data therefore deleted the column (2003)
3,5F,196,J,7.1,0.5,.,0.2,.,2001,.,.,.,.,.,.,.,84,19.2,S,E,.,.,.,.,2.3,2.3,10.8,90,22.2,1.79,18.4,18.1,20.5,DS,.,X ,
3,5F,199,J,3.8,0.6,.,.,2,1981,3,1.9,.,.,.,1988,B,.,13,S,W,.,.,.,.,.,.,.,.,.,.,9.5,.,.,DD,.,X ,"Had a 1 in front of the year fallen - deleted; data different than original data sheet, but left as is, b/c it is the original data entry (2003)"
3,5F,197,J,7,1.9,.,1.8,.,.,.,.,.,.,.,.,.,65,19.4,S,SE,.,.,.,.,2.1,2,14.2,70,21,10.38,19.9,21.3,22.4,.,.,X ,
3,5F,201,J,7.4,2.6,.,.,0.4,.,.,.,.,.,.,.,.,69,21.2,S,WNW,.,.,.,.,2.1,1.9,12,75,23,5.26,20.5,21.4,25,.,.,X ,
3,5G,193,J,8,.,0.5,.,0.6,2001,.,.,.,.,.,.,.,66,23.4,M,ENE,.,.,.,.,2.3,3.2,13.2,60,24.8,3.65,21.2,20.7,21.4,DS,.,X ,
3,5G,208,J,3,.,2.1,.,0,1981,10.1,.,0,.,0.5,1981,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,Had a 1 in a column in front of the year fallen - unknown data therefore deleted the column (2003)
3,5G,194,J,6.1,2.2,.,.,0.5,2001,.,.,.,.,.,.,.,67,20.6,S,E,.,.,.,.,1,1.8,15.6,85,19.3,4.54,15.9,15.8,20.7,DS,.,X ,
3,5H,192,J,9.3,.,1.2,1.9,.,.,.,.,.,.,.,.,.,75,22,S,SE,.,.,.,.,2.9,2.9,13.4,85,27,8.88,24.9,25.5,23.6,.,.,X ,
3,5H,191,J,11.5,0.3,.,1.1,.,.,.,.,.,.,.,.,.,74,21.4,S,S,.,.,.,.,5.4,4.6,13.4,90,35.7,17.38,31.5,33.4,24.8,.,.,X ,
3,5I,188,J,9,.,0.2,.,1.1,.,.,.,.,.,.,.,.,.,25.6,S,ESE,.,.,.,.,3.1,1.9,15.4,85,.,.,25.8,25.7,24.2,.,.,X ,
3,5I,186,J,6.4,.,1.5,1.9,.,1981,.,.,.,.,.,.,.,.,17.8,S,E,.,.,.,.,.,.,.,.,.,.,16.5,.,.,DB2,.,X ,
3,5I,187,J,8.6,.,1.8,.,2.2,.,.,.,.,.,.,.,.,.,22.2,O,Z,.,.,.,.,2.1,2.8,14.6,85,.,.,23.8,25.2,23.3,.,.,X ,
3,5I,190,J,2.5,.,2,2,.,1981,.,.,2,.,0,1983,.,.,4.3,E,WSW,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,
3,5I,185,J,9.5,1.4,.,0.3,.,.,.,.,.,.,.,.,.,.,22.2,O,Z,.,.,.,.,3.8,3.4,11.8,65,.,.,26,26.1,22,.,.,X ,
3,5I,189,J,5.7,2.1,.,.,2.1,.,.,.,.,.,.,.,.,.,17.2,S,NW,.,.,.,.,2.6,1.5,8.6,50,.,.,15,15.4,16.1,LB,.,X ,
3,5J,182,J,7.7,.,0.2,1.5,.,1991,.,.,.,.,.,.,.,.,19.4,S,S,.,.,.,.,1.7,1.1,9.8,15,.,.,19.8,.,.,DD,.,X ,
3,5J,183,J,5.8,.,0.4,1.5,.,1981,10.1,.,0,0.7,.,1985,B,.,11.4,S,ESE,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,Had a 1 in a column in front of the year fallen - unknown data therefore deleted the column (2003)
3,5J,181,J,10.2,0.5,.,0.4,.,.,.,.,.,.,.,.,.,.,23.4,O,Z,.,.,.,.,4.2,2.9,15.4,80,.,.,27.3,27.8,24.4,.,.,X ,
3,6A,138,J,7.6,.,1.4,.,0.1,.,.,.,.,.,.,.,.,.,18.8,S,E,.,.,.,.,2.7,2.2,14.8,50,.,.,19.7,19.3,20.5,.,.,X ,
3,6A,137,J,9.3,1.1,.,.,1.1,.,.,.,.,.,.,.,.,.,19,S,E,.,.,.,.,3.3,3.6,11.4,55,.,.,25.2,24.9,20.2,.,.,X ,
3,6B,145,J,6.2,.,1.6,0.2,.,.,.,.,.,.,.,.,.,.,15.8,S,SE,.,.,.,.,2.2,0.8,11.4,80,.,.,16.4,26.5,17,.,.,X ,
3,6B,142,W,2.1,0.2,.,2.4,.,.,.,.,.,.,.,.,.,34,5.6,O,Z,.,.,.,.,2.3,2.3,0.8,55,.,16.17,9.3,13.5,13.1,.,.,X ,
3,6B,141,J,11.4,1,.,.,1,.,.,.,.,.,.,.,.,.,24.4,S,E,.,.,.,.,4,3.2,18.4,50,.,.,29.8,29.9,24.5,.,.,X ,
3,6B,144,J,9.3,1.4,.,1.1,.,.,.,.,.,.,.,.,.,.,21.8,O,Z,.,.,.,.,3.6,3.5,12.2,85,.,.,25.6,26.8,23.7,.,.,X ,
3,6B,140,J,4.2,1.6,.,.,0.4,2001,.,.,.,.,.,.,.,.,12.6,S,W,.,.,.,.,1.2,1.1,5.8,30,.,.,10.8,10.5,12.2,DS,.,X ,
3,5C,148,J,6,0,.,.,2,.,.,.,.,.,.,.,.,74,19,S,SE,.,.,.,.,2.3,1.7,11,50,18.5,15.62,16.7,17.8,21.2,.,.,X ,
3,6C,149,J,8.3,.,1.1,1.7,.,.,.,.,.,.,.,.,.,83,23.4,S,S,.,.,.,.,2.4,2.4,15.8,70,25,9.24,22.6,23.6,22,.,.,X ,
3,6C,147,J,6.5,.,1.5,.,2.2,.,.,.,.,.,.,.,.,83,18.8,O,Z,.,.,.,.,1.4,2.1,12.4,70,19.2,3.6,16.9,16.8,18.4,.,.,X ,
3,6C,150,J,8.8,.,1.7,1,.,.,.,.,.,.,.,.,.,80,24.4,S,ENE,.,.,.,.,3.1,3.4,15.2,75,24.9,7.22,23.9,24.7,24.3,.,.,X ,
3,6C,146,J,8.3,.,2.3,.,1.5,.,.,.,.,.,.,.,.,81,28.6,S,E,.,.,.,.,3.3,2.1,19.6,75,24.5,6.02,21.6,21.5,27.7,.,.,X ,
3,6D,154,J,9.6,.,0.3,0.3,.,.,.,.,.,.,.,.,.,82,26,S,NE,.,.,.,.,3,2.3,17.2,80,29,8.4,25.8,26,25.5,.,.,X ,
3,6D,151,J,5.1,.,1,.,2,1981,.,.,.,.,.,.,.,.,16.2,O,Z,.,.,.,.,.,.,.,.,.,.,12.7,.,.,DD,.,X ,
3,6D,152,J,9.1,.,1,2,.,.,.,.,.,.,.,.,.,74,24.4,S,NE,.,.,.,.,2.6,2.6,14.6,75,29,9.58,23.5,23.6,25.9,.,.,X ,
3,6D,153,J,7.1,0.8,.,1.3,.,.,.,.,.,.,.,.,.,68,19.8,O,Z,.,.,.,.,2.5,2.1,10.4,80,22.1,4.5,19.4,20.4,20.3,.,.,X ,
3,6D,155,J,3.7,1.7,.,0.7,.,1981,12.6,.,0,0.4,.,1981,B,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,Had a 1 in a column in front of the year fallen - unknown data therefore deleted the column (2003)
3,6E,158,J,10.1,.,0.7,2,.,.,.,.,.,.,.,.,.,81,21,O,Z,.,.,.,.,3.1,2.3,16,45,30.8,15.31,26,26.4,24.1,.,.,X ,
3,6E,159,J,8.6,1.6,.,0.4,.,2001,.,.,.,.,.,.,.,84,23.4,O,Z,.,.,.,.,3,2.3,12.2,65,27.3,11.68,23.1,23,23,DS,.,X ,
3,6E,156,J,4.1,.,2,.,0.4,1981,12.2,.,0.7,.,0,1981,B,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,Had a 1 in a column in front of the year fallen - unknown data therefore deleted the column (2003)
3,6E,160,J,3.9,0.5,.,0.3,.,1981,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,
3,6E,157,J,7.7,2.1,.,.,1.6,.,.,.,.,.,.,.,.,79,20.4,O,Z,.,.,.,.,3.2,2.2,13.8,60,21.9,3.23,19.8,19.9,21,.,.,X ,
3,6F,168,J,3.1,0,.,.,1.2,1981,.,0.4,.,0,.,1981,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,
3,6F,162,J,6,0.5,.,.,1.2,2001,.,.,.,.,.,.,.,73,19.6,S,E,.,.,.,.,1.6,2.4,11.6,60,19.1,0.93,15.6,15.2,18.2,DS,.,X ,
3,6F,161,J,5.1,1.5,.,.,0.5,1985,.,.,.,.,.,.,.,60,18.6,S,ESE,.,.,.,.,1.8,1.4,12,15,16,3.21,13.1,.,.,DS,.,X ,
3,6G,171,J,7.1,.,0.7,0,.,.,.,.,.,.,.,.,.,63,22.6,S,S,.,.,.,.,4.8,3.4,14,60,24.5,8.79,21.5,22.4,24.5,.,.,X ,
3,6G,167,J,4.5,0.2,.,2.5,.,1981,4,.,0,2.5,.,1987,B,.,14.2,E,NNE,.,.,.,.,.,.,.,.,.,.,11.2,.,.,DD,.,X ,"Had a 1 in front of the year fallen - deleted; data different than original data sheet, but left as is, b/c it is the original data entry (2003)"
3,6G,164,J,8.3,0.4,.,.,0.8,2001,.,.,.,.,.,.,.,75,22.4,S,S,.,.,.,.,2.4,2.4,12.8,70,26.8,12.15,22.2,22.2,23,DS,.,X ,
3,6G,166,J,4.5,0.4,.,1.7,.,1983,.,.,.,.,.,.,.,46,16,S,E,.,.,.,.,.,.,.,.,.,3.1,11.9,.,.,DD,.,X ,
3,6G,165,J,9.4,0.6,.,2.3,.,.,.,.,.,.,.,.,.,81,25.6,S,SE,.,.,.,.,3.6,2.5,15.8,65,29.5,7.97,25.9,26,25.6,.,.,X ,
3,6G,170,J,3.1,1.6,.,.,1.3,1981,8.7,.,0,.,0.9,1981,B,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,
3,6G,172,J,6.1,1.8,.,0,.,1983,.,.,.,.,.,.,.,61,15,M,SW,.,.,.,.,.,.,.,.,.,1.69,15.5,.,.,DD,.,X ,
3,6G,163,J,5.6,2.1,.,.,0.8,1991,.,.,.,.,.,.,.,71,16.8,S,S,.,.,.,.,2,1.7,9.8,55,17.1,4.86,14.1,.,.,DS,.,X ,
3,6H,174,J,7.5,.,1.6,.,2.5,2001,.,.,.,.,.,.,.,76,19.8,S,SE,.,.,.,.,4.1,2.2,13.8,65,23.6,4.56,19,18.9,19.2,DS,.,X ,
3,6H,173,J,8,0.2,.,.,1.5,.,.,.,.,.,.,.,.,73,22.2,S,SSW,.,.,.,.,4.4,2.7,14.8,45,25.2,12.58,22.8,23.4,24.8,.,.,X ,
3,6I,175,J,9.7,1.7,.,0.5,.,1985,.,.,.,3.5,.,.,.,.,22.4,S,E,.,.,.,.,2.4,1.5,18.8,55,.,.,22.4,.,.,DB2,.,X ,Snag - 1.5 m (1991)
3,6J,179,J,10.8,.,1,.,1.3,.,.,.,.,.,.,.,.,.,24.4,S,E,.,.,.,.,2.8,3.2,17,85,.,.,28.5,28.8,27,.,.,X ,
3,6J,176,J,10.3,0.4,.,.,0.3,.,.,.,.,.,.,.,.,.,23.4,S,S,.,.,.,.,2.6,3.8,17,75,.,.,27.3,28.9,27.5,.,.,X ,
3,6J,180,W,1.6,1.1,.,.,2.4,.,.,.,.,.,.,.,.,35,3.8,O,Z,.,.,.,.,2.3,2.5,1.3,60,.,9.36,5.9,8.9,8.6,.,.,X ,
3,6J,177,J,5,1.5,.,.,2,1981,.,.,.,.,.,.,.,.,11,O,Z,.,.,.,.,.,.,.,.,.,.,13,.,.,DS,.,X ,
3,6J,178,J,8.2,1.8,.,.,2.4,2001,.,.,.,.,.,.,.,.,25.2,S,SE,.,.,.,.,2.5,3,15.4,80,.,.,21.3,20.8,25.1,DS,.,X ,
3,7A,135,J,6.3,.,0.8,.,0.2,.,.,.,.,.,.,.,.,.,18.2,M,N,.,.,.,.,3.1,2.8,14.8,40,.,.,16.9,17.7,.,LL,.,X ,
3,7A,134,J,6.7,2.2,.,.,2.2,2001,.,.,.,.,.,.,.,.,20.4,S,S,.,.,.,.,1.8,1.6,14.2,55,.,.,17.3,17.3,19.4,DS,.,X ,
3,7B,133,J,9.2,.,2,.,2.4,.,.,.,.,.,.,.,.,.,22.6,O,Z,.,.,.,.,2.5,2.4,13,65,.,.,24.8,26.3,24.2,.,.,X ,
3,7B,132,J,8.9,0,.,2.5,.,2001,.,.,.,.,.,.,.,60,17.6,O,Z,.,.,.,.,2.1,2.6,18.2,50,.,.,21.5,21.3,.,DB2,.,X ,
3,7C,131,J,7.5,.,1.7,1.5,.,.,.,.,.,.,.,.,.,76,22.4,S,SE,.,.,.,.,2.6,2.7,10.4,60,21.1,3.66,20.3,20.3,23.2,.,.,X ,
3,7D,129,J,7.9,.,0.9,.,0.4,.,.,.,.,.,.,.,.,76,19.6,S,SSE,.,.,.,.,3.3,2.9,14,65,23.8,7.73,20.9,21.2,18.1,LB,.,X ,
3,7D,128,J,5.9,.,1.2,2.1,.,.,.,.,.,.,.,.,.,77,21.6,S,E,.,.,.,.,1.9,2.4,15.6,55,22.3,5.55,20.7,20.4,21.6,.,.,X ,
3,7D,130,J,6.7,0.1,.,.,1.1,.,.,.,.,.,.,.,.,69,19.4,M,S,.,.,10,SW,0.9,2.5,12,80,18.5,2.31,17.2,17.3,.,LL,.,X ,
3,7D,122,J,5.8,0.1,.,1.9,.,1981,4.3,.,.,1.1,.,1987,B,.,15.8,M,SSE,.,.,.,.,.,.,.,.,.,.,15.1,.,.,DD,.,X ,"Had a 1 in front of the year fallen - deleted; data different than original data sheet, but left as is, b/c it is the original data entry (2003)"
3,7D,125,J,5.4,1.4,.,1.2,.,1981,.,.,2.8,.,.,.,.,.,14.2,S,S,.,.,.,.,.,.,.,.,.,.,14.2,.,.,DD,.,X ,
3,7D,126,J,5.2,1.5,.,1.9,.,1981,12.5,2.4,.,.,0,1984,B,.,16,S,SW,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,Had a 1 in a column in front of the year fallen - unknown data therefore deleted the column (2003)
3,7D,124,J,3.4,1.9,.,0.9,.,1981,.,.,3,.,.,.,.,.,11.8,M,S,.,.,.,.,.,.,.,.,.,.,9.4,.,.,DD,.,X ,
3,7D,123,J,3.5,2.1,.,0.6,.,1981,11,2.5,.,0,.,1981,B,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,Had a 1 in a column in front of the year fallen - unknown data therefore deleted the column (2003)
3,7D,127,J,6.1,2.4,.,2.5,.,1981,.,.,.,.,.,.,.,56,16.4,S,S,.,.,.,.,.,.,.,.,.,4.38,15.2,.,.,DD,.,X ,
3,7E,120,J,4.9,0.3,.,0.9,.,1991,.,.,.,.,.,.,.,49,16.2,S,S,.,.,.,.,1.4,2.1,11.2,70,13.5,0.93,12.4,.,.,DD,.,X ,
3,7E,121,J,9.5,0.9,.,.,2.2,.,.,.,.,.,.,.,.,74,22,O,Z,.,.,.,.,3.6,3,15.2,70,32.1,8.45,25,24.9,25,.,.,X ,
3,7F,169,J,2.8,.,1.5,.,1.5,1981,5.9,.,0,.,1.4,1981,B,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,
3,7F,119,J,4,.,2.3,.,0.4,1981,10.8,.,2,.,0,1981,U,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,Had a 1 in a column in front of the year fallen - unknown data therefore deleted the column (2003)
3,7F,117,J,7.5,1,.,0.3,.,1981,.,.,.,.,.,1983,B,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19.6,.,.,DD,.,X ,"Broken tree, only piece of trunk left (1983); Snag 5 m tall (1991)"
3,7F,143,J,8.7,1.9,.,.,1.2,2001,.,.,.,.,.,.,.,73,20,O,Z,.,.,.,.,3.5,2.6,15.2,75,26.7,7.41,23.4,22.6,22.2,.,.,X ,
3,7F,118,J,8.4,2,.,1.3,.,.,.,.,.,.,.,.,.,82,21,O,Z,.,.,.,.,2.8,2.5,15.2,60,22.8,9.48,23.3,24,21,.,.,X ,
3,7G,116,J,7.9,.,1,.,1.7,.,.,.,.,.,.,.,.,65,20,O,Z,.,.,.,.,1.9,2.3,15,75,23.2,9.89,20.4,20.4,20.1,.,.,X ,
3,7G,115,J,6.9,.,1,1,.,2001,.,.,.,.,.,.,.,72,19.6,S,E,.,.,.,.,2.1,2.3,13.2,80,18.9,4.21,18.5,18,18.3,DS,.,X ,
3,7G,113,J,8.8,0.4,.,.,1.5,.,.,.,.,.,.,.,.,76,23,S,E,.,.,.,.,4,4,14,70,26.5,12.27,20.7,24.3,21.7,.,.,X ,
3,7G,112,J,6.5,1.9,.,.,0.4,1981,10.4,1.2,.,0,.,1981,B,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,Had a 1 in a column in front of the year fallen - unknown data therefore deleted the column (2003)
3,7G,114,J,3.9,2.1,.,1.9,.,1981,.,.,.,.,.,.,.,.,14.6,S,SE,.,.,.,.,.,.,.,.,.,.,10,.,.,DD,.,X ,
3,7H,109,A,3.3,0.1,.,1.1,.,1981,.,.,.,.,.,1983,B,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,"Broken tree, only piece of trunk left (1983)"
3,7H,110,J,7.9,1.8,.,.,2.2,.,.,.,.,.,.,.,.,74,22.4,S,S,.,.,.,.,3.1,3.2,12.4,70,24.9,7.59,22,21.8,23.2,.,.,X ,
3,7H,111,J,5.6,2.1,.,.,1.7,1991,.,.,.,.,.,.,.,71,16,S,SW,.,.,.,.,1.1,1,13,50,16.5,2.43,13.6,.,.,DS,.,X ,
3,7H,108,J,5.8,2.3,.,0.9,.,2001,.,.,.,.,.,.,.,78,18.6,S,E,.,.,.,.,1.7,1.4,15.6,60,18,2.67,15,14.5,14.7,DB2,.,X ,
3,7I,103,J,9.3,.,2,.,0.4,.,.,.,.,.,.,.,.,.,20.2,S,S,.,.,.,.,3,3.1,9.4,60,.,.,23.6,23.7,20.2,.,.,X ,
3,7I,106,J,3.9,0.2,.,2.3,.,1981,2.3,0,.,1.6,.,1981,U,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DD,.,X ,
3,7I,102,J,8.2,0.7,.,2.3,.,2001,.,.,.,.,.,.,.,.,20.4,S,E,.,.,.,.,2.4,2.3,13.8,50,.,.,21.2,20.7,20.7,DS,.,X ,
3,7J,101,J,4.6,.,1.8,.,0.2,1981,.,.,.,.,.,.,.,.,10.4,M,ENE,.,.,.,.,.,.,.,.,.,.,11.6,.,.,DD,.,X ,
3,7J,96,J,8.1,0.7,.,1.7,.,.,.,.,.,.,.,.,.,.,23,O,Z,.,.,.,.,2.4,1.5,12.8,85,.,.,21.1,21.2,21.6,.,.,X ,
3,7J,98,J,1.7,1.4,.,0.8,.,1981,.,.,.,.,.,.,.,.,3.7,S,NW,.,.,.,.,.,.,.,.,.,.,4.5,.,.,DS,.,X ,98 & 97 joined (1991)
3,7J,100,J,5.2,1.8,.,.,0.2,1981,.,.,.,.,.,.,.,.,9.4,S,SW,.,.,.,.,.,.,.,.,.,.,12.4,.,.,DD,.,X ,
3,7J,99,J,10.5,1.9,.,.,1.2,.,.,.,.,.,.,.,.,.,25.2,S,S,.,.,.,.,3.3,2.9,16.8,70,.,.,27.3,27.8,24.4,.,.,X ,
3,7J,97,J,10.2,2.3,.,1.3,.,.,.,.,.,.,.,.,.,.,26.6,S,NE,.,.,.,.,2.5,3.6,15.4,65,.,.,26.6,26.5,24.5,.,.,X ,
3,8A,49,J,7.2,.,0,.,0.8,2001,.,.,.,.,.,.,.,.,20,O,Z,.,.,.,.,3.7,2.5,13.6,70,.,.,18.9,18.2,18.3,DS,.,X ,
3,8A,50,J,8.8,.,0,.,1.7,.,.,.,.,.,.,.,.,.,21.8,S,S,.,.,.,.,3,1.9,14.8,45,.,.,23.5,24.6,24.2,.,.,X ,
3,8A,52,J,8.7,.,0.4,0.3,.,.,.,.,.,.,.,.,.,.,22.4,O,Z,.,.,.,.,2.2,1.5,12.8,75,.,.,23.2,23.8,22.4,.,.,X ,
3,8A,51,J,2.5,.,0.5,0.7,.,1981,6.1,.,0.4,.,0.2,1987,B,.,5.8,E,W,.,.,.,.,.,.,.,.,.,.,5.8,.,.,DD,.,X ,"data different than original data sheet, but left as is, b/c it is the original data entry (2003)"
3,8A,53,J,4.8,1.3,.,.,1.6,1981,.,.,.,.,.,.,.,.,14.4,S,SW,.,.,.,.,.,.,.,.,.,.,13,.,.,DB2,.,X ,Snag 5 m tall (1991)
3,8B,55,J,9.9,.,1.7,.,1.2,2001,.,.,.,.,.,.,.,.,19,S,SE,.,.,.,.,2,1.6,10,55,.,.,25.9,25,19.1,DS,.,X ,
3,8B,56,J,4.2,.,2.2,2.3,.,1981,.,.,3.8,.,.,.,.,.,15.2,S,SSE,.,.,.,.,.,.,.,.,.,.,11.2,.,.,DD,.,X ,
3,8B,57,J,11.2,1.7,.,0.6,.,.,.,.,.,.,.,.,.,77,24.6,O,Z,.,.,.,.,3.9,4.1,15.8,70,.,.,30.6,33.6,27.6,.,.,X ,
3,8B,54,J,10,2.3,.,.,0.5,.,.,.,.,.,.,.,.,.,24.4,O,Z,.,.,.,.,3.4,3,16.4,50,.,.,26.9,27.8,27.1,.,.,X ,
3,8C,59,J,10.3,.,0.7,0.3,.,.,.,.,.,.,.,.,.,.,26.4,S,E,.,.,.,.,3.9,2.7,11.6,65,.,.,27.2,27.7,26.8,.,.,X ,
3,8D,63,J,9.8,.,0.3,.,0.3,.,.,.,.,.,.,.,.,71,25.6,S,NE,.,.,.,.,2.9,2.2,11.8,85,.,.,26.6,27.2,25,.,.,X ,
3,8D,62,J,3.2,0.2,.,1.2,.,1981,.,.,.,.,.,.,.,.,10.8,M,ENE,.,.,.,.,.,.,.,.,.,.,8.2,.,.,DD,.,X ,
3,8D,61,J,7.5,0.9,.,1.4,.,.,.,.,.,.,.,.,.,.,21,S,NE,.,.,.,.,2.5,2.1,13,75,.,.,19.5,19.6,20.8,.,.,X ,
3,8D,60,J,10.3,2.4,.,.,1.8,.,.,.,.,.,.,.,.,.,24,S,SE,.,.,.,.,3.4,3.1,16.2,70,.,.,28.9,28.3,23.3,.,.,X ,
3,8E,66,J,8.4,.,1.9,.,0.3,.,.,.,.,.,.,.,.,.,25.8,S,E,.,.,.,.,2.6,2.2,17,65,.,.,22,22.3,24.7,.,.,X ,
3,8E,68,J,3.9,0.4,.,0.9,.,1983,.,.,.,.,.,.,.,.,12,S,SSW,.,.,.,.,.,.,.,.,.,.,10.2,.,.,DL,.,X ,
3,8E,64,J,5.7,0.8,.,.,1.8,.,.,.,.,.,.,.,.,.,19.8,S,ENE,.,.,.,.,2,2.4,12,70,.,.,14.5,14.7,18.4,.,.,X ,
3,8E,67,J,4.7,2.1,.,1.1,.,1991,.,.,.,.,.,.,.,.,13.2,S,E,.,.,.,.,1.5,1.7,11.2,30,.,.,11.3,.,.,DB2,.,X ,
3,8E,65,J,5.8,2.2,.,.,2.1,1984,.,.,.,.,.,.,.,.,18.6,O,Z,.,.,.,.,0.6,1.7,15,15,.,.,14.6,.,.,DD,.,X ,
3,8F,69,J,9.4,.,0.2,.,1.4,.,.,.,.,.,.,.,.,.,22.2,O,Z,.,.,.,.,3.2,2.9,14,80,.,.,26,26.3,21.5,.,.,X ,
3,8F,70,J,4.8,.,2,0.4,.,1983,.,.,.,.,.,.,.,.,14.8,S,SSE,.,.,.,.,.,.,.,.,.,.,12,.,.,DD,.,X ,
3,8F,72,J,9.5,0.3,.,.,1.9,.,.,.,.,.,.,.,.,.,22.8,S,S,.,.,.,.,3.6,4.3,14.8,65,.,.,25.8,27,23,.,.,X ,
3,8F,71,J,9,2,.,0.3,.,.,.,.,.,.,.,.,.,.,22,S,SE,.,.,15,E,4,3.9,12.8,60,.,.,24,24.8,.,LL,.,X ,
3,8G,75,J,9.3,.,0,1.2,.,.,.,.,.,.,.,.,.,.,22.4,O,Z,.,.,.,.,3.6,3.3,19.2,70,.,.,25.6,26.4,23.2,.,.,X ,
3,8G,77,J,4.8,.,1.3,0.3,.,1983,.,.,.,.,.,.,.,.,14.4,O,Z,.,.,.,.,.,.,.,.,.,.,12,.,.,DD,.,X ,
3,8G,76,S,3.2,.,1.7,0.5,.,.,.,.,.,.,.,.,.,38,7.6,O,Z,.,.,.,.,3.1,3.2,1.1,85,.,17.09,11.2,14.6,11.6,.,.,X ,
3,8G,74,J,3.5,.,2.3,1.9,.,1981,.,.,.,.,.,.,.,.,13.6,L,ESE,.,.,.,.,.,.,.,.,.,.,9.3,.,.,DD,.,X ,
3,8G,73,J,3.9,.,2.3,2.1,.,1991,.,.,.,.,.,.,.,.,13,O,Z,.,.,.,.,3.5,3.3,11,45,11.4,2.39,10,.,.,DD,.,X ,
