stand,quad,tree_tag,species_code,DBH_1983_cm,base_coord_S_1983_m,base_coord_W_1983_m,year_dead,fallen_stem_length_1983_m,exit_coord_S_1983_m,exit_coord_W_1983_m,year_fallen_1988,age_1983,stem_height_1983_m,stem_lean_amt_scaled_1983,stem_lean_dir_1983,stem_lean_amt_1991,stem_lean_dir_1991,stem_lean_amt_2000,stem_lean_dir_2000,crown_width_NS_1983_m,crown_width_EW_1983_m,height_to_crown_1983_m,fill_perc_1983,BSD_1983_cm,radial_10year_inc_1983_mm,DBH_1991_cm,DBH_2000_cm,height_2000_m,tree_code_2000,fire_code_2000,comments,DBH_2005_cm,height_2005_m,code_2005,lean_amount_2005_degrees,lean_direction_2005,comments_2005,DBH_2010_cm,height_2010_m,code_2010,lean_amount_2010_degrees,lean_direction_2010,comments_2010
7,6E,5889,PIMA,6.2,3.3,0.7,NA,NA,NA,NA,NA,NA,5.7,Z,Z,NA,NA,NA,NA,1,0.8,1.7,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6E,5890,PIMA,10.5,3.2,1.2,NA,NA,NA,NA,NA,42,8,S,E,NA,NA,NA,NA,1.8,1.6,1.4,95,14.8,7.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6F,6190,PIMA,3,0,3.5,NA,NA,NA,NA,NA,NA,3.4,Z,Z,NA,NA,NA,NA,0.7,0.5,1.2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6F,6188,PIMA,2.5,0.1,4.9,1984,NA,NA,NA,NA,NA,2.7,S,N,NA,NA,NA,NA,0.6,0.4,1.2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6F,6187,PIMA,6,0.2,4.3,NA,NA,NA,NA,NA,NA,5.2,S,SW,NA,NA,NA,NA,1,1,2.3,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6F,6191,PIMA,3.2,0.3,3.4,NA,NA,NA,NA,NA,NA,3.5,S,N,NA,NA,NA,NA,0.8,0.9,1.2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6F,5906,PIMA,4.8,0.4,4.9,NA,NA,NA,NA,NA,NA,5.1,Z,Z,NA,NA,NA,NA,0.6,0.8,2.7,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6F,5907,PIMA,3.2,0.4,4.6,NA,NA,NA,NA,NA,NA,3.3,Z,Z,NA,NA,NA,NA,0.4,0.4,1.4,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6F,6189,PIMA,4.2,0.9,2.9,1982,4.2,0,3.1,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6F,5905,PIMA,7.2,1.1,5,NA,NA,NA,NA,NA,NA,6.2,Z,Z,NA,NA,NA,NA,1.1,1.2,2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6F,5893,PIMA,5,1.2,0.3,NA,NA,NA,NA,NA,NA,4.5,M,W,NA,NA,NA,NA,1,1,1.4,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6F,5896,PIMA,4.8,1.2,1.7,NA,NA,NA,NA,NA,NA,4.8,M,SE,NA,NA,NA,NA,0.7,0.4,2.2,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6F,5895,PIMA,3.2,1.3,1.3,NA,NA,NA,NA,NA,NA,3.5,S,NE,NA,NA,NA,NA,0.7,0.6,1.2,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6F,5894,PIMA,4.2,1.8,1.2,NA,NA,NA,NA,NA,NA,4.1,Z,Z,NA,NA,NA,NA,0.7,0.8,1.4,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6F,5901,PIMA,10,4.2,4.7,NA,NA,NA,NA,NA,54,7,Z,Z,NA,NA,NA,NA,1.3,1.1,0.8,85,15,10.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6F,5899,PIMA,3.8,4.1,2.4,NA,NA,NA,NA,NA,NA,3.6,Z,Z,NA,NA,NA,NA,1.1,1.2,0.6,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6F,5897,PIMA,3.8,3.6,0.9,NA,NA,NA,NA,NA,NA,4.1,S,SE,NA,NA,NA,NA,0.8,0.8,0.6,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6F,5903,PIMA,3.5,3.4,5,NA,NA,NA,NA,NA,NA,3.6,S,SW,NA,NA,NA,NA,0.5,0.7,0.7,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6F,5902,PIMA,4.8,3.4,4.9,NA,NA,NA,NA,NA,NA,4,Z,Z,NA,NA,NA,NA,0.5,0.8,1.3,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6F,5900,PIMA,7.2,3.1,3.4,NA,NA,NA,NA,NA,NA,6.3,Z,Z,NA,NA,NA,NA,0.8,1,1.2,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6F,5904,PIMA,2.5,3,5,NA,NA,NA,NA,NA,NA,3,S,SW,NA,NA,NA,NA,0.7,0.8,0.8,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6F,5898,PIMA,6,2.6,2,NA,NA,NA,NA,NA,NA,5.1,Z,Z,NA,NA,NA,NA,1,1.1,2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6G,6195,PIMA,5,0.3,3.1,1982,NA,NA,NA,NA,NA,3.9,L,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6G,6193,PIMA,5,0.4,0.8,NA,NA,NA,NA,NA,NA,5.2,S,SW,NA,NA,NA,NA,0.9,0.7,1.2,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6G,6192,PIMA,3.8,0.5,0.3,NA,NA,NA,NA,NA,51,5,S,NE,NA,NA,NA,NA,0.7,0.6,0.3,30,NA,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6G,6200,PIMA,3.5,0.6,4.9,NA,NA,NA,NA,NA,NA,3.6,S,S,NA,NA,NA,NA,0.9,0.8,1.2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6G,6196,PIMA,10.2,0.6,3.2,NA,NA,NA,NA,NA,59,6.4,S,W,NA,NA,NA,NA,1,1.2,1.1,70,11,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6G,6194,PIMA,6.5,1.1,2.4,1985,NA,NA,NA,NA,NA,6.4,M,S,NA,NA,NA,NA,0.9,0.5,2.7,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6G,6197,PIMA,4.8,1.1,3.3,NA,NA,NA,NA,NA,NA,4.5,S,SW,NA,NA,NA,NA,0.6,0.7,2.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6G,6199,PIMA,5.2,1.7,3.6,NA,NA,NA,NA,NA,NA,4.7,S,E,NA,NA,NA,NA,0.9,0.7,2.8,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6G,6198,PIMA,6.8,1.8,3.5,NA,NA,NA,NA,NA,NA,6.4,S,NE,NA,NA,NA,NA,0.7,1,2.4,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6G,6201,PIMA,6.2,2.1,4.1,NA,NA,NA,NA,NA,NA,4.5,S,NE,NA,NA,NA,NA,0.8,1,2,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6G,6202,PIMA,3.5,2.2,4.8,NA,NA,NA,NA,NA,NA,3.8,S,E,NA,NA,NA,NA,0.5,0.7,1.4,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6G,6203,PIMA,4.5,2.3,4.8,NA,NA,NA,NA,NA,NA,4.6,S,E,NA,NA,NA,NA,0.6,0.4,1.2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6G,6204,PIMA,4.5,2.4,4.6,NA,NA,NA,NA,NA,NA,4.4,S,N,NA,NA,NA,NA,0.8,0.9,1.2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6G,6211,PIMA,2.8,4.9,0.7,NA,NA,NA,NA,NA,NA,3.1,S,NE,NA,NA,NA,NA,0.8,0.6,0.5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6G,6207,PIMA,3.5,4.8,4.1,NA,NA,NA,NA,NA,NA,3.2,Z,Z,NA,NA,NA,NA,0.8,1,0.9,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6G,6206,PIMA,3,4,4.7,NA,NA,NA,NA,NA,NA,2.9,Z,Z,NA,NA,NA,NA,0.8,0.7,0.4,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6G,6208,PIMA,6.8,3.6,2.4,NA,NA,NA,NA,NA,NA,5.6,Z,Z,NA,NA,NA,NA,1.2,0.9,1.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6G,6210,PIMA,4,2.9,1.8,NA,NA,NA,NA,NA,NA,3.8,M,NE,NA,NA,NA,NA,0.9,0.7,1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6G,6209,PIMA,4.8,2.8,2.2,NA,NA,NA,NA,NA,NA,4.2,M,NE,NA,NA,NA,NA,0.9,0.6,1.5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6G,6205,PIMA,6.2,2.6,4.9,NA,NA,NA,NA,NA,NA,5.9,Z,Z,NA,NA,NA,NA,0.7,0.8,1.3,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6H,6218,PIMA,6,0.7,3.5,NA,NA,NA,NA,NA,NA,5.4,S,S,NA,NA,NA,NA,1,0.9,1.4,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6H,6216,PIMA,3.8,0.8,1.1,NA,NA,NA,NA,NA,NA,4,S,NW,NA,NA,NA,NA,0.7,0.7,2.1,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6H,6217,PIMA,3,0.8,1.4,NA,NA,NA,NA,NA,40,3.7,S,NW,NA,NA,NA,NA,0.7,0.5,1.5,60,NA,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6H,6219,PIMA,3.8,1.5,3.9,NA,NA,NA,NA,NA,NA,3.5,S,Z,NA,NA,NA,NA,0.9,0.9,0.8,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6H,6220,PIMA,5,2.1,4.7,NA,NA,NA,NA,NA,NA,4.6,Z,Z,NA,NA,NA,NA,0.8,0.9,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6H,6221,PIMA,6.8,2.4,4.4,NA,NA,NA,NA,NA,NA,6,S,SE,NA,NA,NA,NA,0.9,0.9,2.1,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6H,6153,PIMA,4,4.7,3.3,NA,NA,NA,NA,NA,NA,4.4,S,S,NA,NA,NA,NA,0.7,0.8,2.4,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6H,6152,PIMA,4.5,3.9,3.9,NA,NA,NA,NA,NA,NA,4.4,S,SE,NA,NA,NA,NA,0.7,0.9,2.1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6H,6150,PIMA,6.8,3.6,4.2,NA,NA,NA,NA,NA,NA,6,S,SW,NA,NA,NA,NA,1.5,0.9,2.3,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6H,6151,PIMA,5.8,3.6,3.6,NA,NA,NA,NA,NA,NA,4.2,Z,Z,NA,NA,NA,NA,1.4,0.8,1.2,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6H,6149,PIMA,5.5,3.5,4.5,NA,NA,NA,NA,NA,NA,3.4,S,E,NA,NA,NA,NA,0.8,0.8,2.3,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6H,6212,PIMA,3.2,3,0.7,NA,NA,NA,NA,NA,NA,3.4,Z,Z,NA,NA,NA,NA,0.7,0.7,0.9,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6H,6222,PIMA,5.2,3,3.9,NA,NA,NA,NA,NA,NA,4.5,Z,Z,NA,NA,NA,NA,1.3,1,1.5,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6H,6213,PIMA,5.8,2.9,1.3,NA,NA,NA,NA,NA,NA,4.1,S,W,NA,NA,NA,NA,1.4,1.2,1.2,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6H,6214,PIMA,6.5,2.9,1.4,NA,NA,NA,NA,NA,NA,4.8,S,S,NA,NA,NA,NA,1.1,0.7,2.4,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6H,6215,PIMA,4.2,2.6,1.6,NA,NA,NA,NA,NA,NA,3.9,S,S,NA,NA,NA,NA,0.8,1.2,1.2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6I,6159,PIMA,2.8,0.3,3.1,NA,NA,NA,NA,NA,NA,3.6,S,NW,NA,NA,NA,NA,0.7,0.6,0.9,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6I,6160,PIMA,3.5,0.6,4.3,NA,NA,NA,NA,NA,NA,3.9,S,S,NA,NA,NA,NA,0.4,0.7,1.4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6I,6161,PIMA,4.5,1,4.3,NA,NA,NA,NA,NA,33,4.4,S,E,NA,NA,NA,NA,0.7,0.9,1,70,NA,4.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6I,6162,PIMA,2.5,1.9,4.9,NA,NA,NA,NA,NA,NA,3.1,S,NW,NA,NA,NA,NA,0.7,0.6,0.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6I,6163,PIMA,3,1.9,3,NA,NA,NA,NA,NA,NA,3.4,Z,Z,NA,NA,NA,NA,0.9,1,0.3,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6I,6164,PIMA,4.8,2.2,2.7,NA,NA,NA,NA,NA,NA,4,S,W,NA,NA,NA,NA,1.1,1,0.5,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6I,6158,PIMA,2.5,2.4,1.8,NA,NA,NA,NA,NA,NA,2.6,S,S,NA,NA,NA,NA,0.8,0.7,0.9,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6I,6165,PIMA,3,2.4,3.2,NA,NA,NA,NA,NA,NA,3.4,Z,Z,NA,NA,NA,NA,0.6,0.7,1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6I,6166,PIMA,5,4.7,3.5,NA,NA,NA,NA,NA,NA,4.2,S,E,NA,NA,NA,NA,1.3,1,1.1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6I,6154,PIMA,4,4.5,0.1,1982,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6I,6155,PIMA,4.8,4.2,1.4,NA,NA,NA,NA,NA,NA,4.5,Z,Z,NA,NA,NA,NA,0.8,0.9,1.7,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6I,6156,PIMA,3,3.7,1.5,NA,NA,NA,NA,NA,NA,3.7,Z,Z,NA,NA,NA,NA,0.8,1,1.8,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6I,6157,PIMA,4,3.5,1.5,NA,NA,NA,NA,NA,NA,3.9,S,W,NA,NA,NA,NA,0.8,0.9,0.9,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6J,6175,PIMA,9,1,2.8,NA,NA,NA,NA,NA,33,6.5,S,S,NA,NA,NA,NA,1.1,0.7,0.4,90,11.4,22.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6J,6173,PIMA,4.8,1.4,2.2,NA,NA,NA,NA,NA,NA,3.9,S,E,NA,NA,NA,NA,0.9,0.7,1.3,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6J,6174,PIMA,3,1.5,2.8,NA,NA,NA,NA,NA,NA,3.4,Z,Z,NA,NA,NA,NA,0.7,0.6,0.6,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6J,6172,PIMA,3.8,2.2,1.6,NA,NA,NA,NA,NA,41,4.2,S,S,NA,NA,NA,NA,0.6,0.7,0.6,65,NA,5.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6J,6171,PIMA,4,2.4,1.7,NA,NA,NA,NA,NA,NA,4.4,S,SE,NA,NA,NA,NA,0.8,0.8,1.1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6J,6168,LALA,10,2.5,1,NA,NA,NA,NA,NA,32,8.4,S,NW,NA,NA,NA,NA,2.5,3.2,1.4,90,14.8,37.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6J,6167,PIMA,4.5,4.6,1.8,NA,NA,NA,NA,NA,NA,4.4,S,S,NA,NA,NA,NA,0.7,0.8,1.2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6J,6176,PIMA,3.8,3.2,3.9,NA,NA,NA,NA,NA,NA,4.1,Z,Z,NA,NA,NA,NA,0.6,0.7,1,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6J,6177,PIMA,4.8,2.7,4.5,NA,NA,NA,NA,NA,NA,4.1,S,W,NA,NA,NA,NA,1.5,1,1.4,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6J,6169,PIMA,4.5,2.6,1.3,NA,NA,NA,NA,NA,NA,4.3,Z,Z,NA,NA,NA,NA,1.1,1,0.9,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6J,6178,PIMA,7.2,2.6,4.9,NA,NA,NA,NA,NA,NA,6.3,Z,Z,NA,NA,NA,NA,1,0.9,1.7,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6J,6170,PIMA,3,2.5,1.3,NA,NA,NA,NA,NA,NA,3.6,S,E,NA,NA,NA,NA,1.6,1.5,0.2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7A,5305,PIMA,4,3.9,3.6,NA,NA,NA,NA,NA,35,4.3,Z,Z,NA,NA,NA,NA,1,0.9,0,65,NA,10.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7B,5304,PIMA,6.2,3.5,1,NA,NA,NA,NA,NA,40,4.6,S,N,NA,NA,NA,NA,1.4,1.5,0.1,75,NA,17.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7C,4680,PIMA,3.2,1,3.4,NA,NA,NA,NA,NA,NA,3.4,S,ESE,NA,NA,NA,NA,0.8,0.8,0,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7C,5295,PIMA,4,1.3,1.9,NA,NA,NA,NA,NA,NA,4.1,S,N,NA,NA,NA,NA,0.6,0.7,1,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7C,5294,PIMA,2.8,1.3,2,NA,NA,NA,NA,NA,41,3.6,S,SE,NA,NA,NA,NA,0.6,0.8,1.4,70,NA,3.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7C,5292,PIMA,3.8,1.3,2.2,NA,NA,NA,NA,NA,NA,4.1,Z,Z,NA,NA,NA,NA,0.7,0.7,1.6,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7C,5293,PIMA,4.5,1.6,2.1,NA,NA,NA,NA,NA,NA,4.3,S,E,NA,NA,NA,NA,0.8,1,0.3,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7C,4679,PIMA,3.2,2,4.9,NA,NA,NA,NA,NA,NA,3.5,Z,Z,NA,NA,NA,NA,0.8,0.9,0.5,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7C,5291,PIMA,5.2,2,2.6,NA,NA,NA,NA,NA,NA,3.7,S,S,NA,NA,NA,NA,0.7,0.8,0.8,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7C,5296,PIMA,6.2,1.2,1.6,NA,NA,NA,NA,NA,NA,4,Z,Z,NA,NA,NA,NA,1,0.8,0.2,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7C,5297,PIMA,5,4.5,4.5,NA,NA,NA,NA,NA,NA,6.2,S,S,NA,NA,NA,NA,1.1,0.8,1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7C,5299,PIMA,4,3.8,3.7,NA,NA,NA,NA,NA,NA,3.4,S,W,NA,NA,NA,NA,0.6,0.6,0.8,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7C,5300,PIMA,2.5,4.2,3.5,NA,NA,NA,NA,NA,NA,3.8,S,E,NA,NA,NA,NA,0.9,1,0.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7C,5301,PIMA,4.5,4.1,3.3,NA,NA,NA,NA,NA,NA,2.8,Z,Z,NA,NA,NA,NA,0.4,0.7,0.8,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7C,5298,PIMA,3.2,4.4,4.5,NA,NA,NA,NA,NA,NA,5.7,S,W,NA,NA,NA,NA,0.7,0.9,1.4,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7C,5302,PIMA,3.2,3.9,3.5,NA,NA,NA,NA,NA,NA,4,S,W,NA,NA,NA,NA,1.1,1,0.4,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
