"stand","plot","tag","species_code","DBH_1983_cm","base_coord_N_1983_m","base_coord_S_1983_m","base_coord_E_1983_m","base_coord_W_1983_m","year_dead","fallen_stem_length_1983_m","exit_coord_N_1983_m","exit_coord_S_1983_m","exit_coord_E_1983_m","exit_coord_W_1983_m","year_fallen_1983","age_1983","stem_height_1983_m","stem_lean_amt_scaled_1983","stem_lean_dir_1983","stem_lean_amt_1991","stem_lean_dir_1991","stem_lean_amt_2000","stem_lean_dir_2000","crown_width_NS_1983_m","crown_width_EW_1983_m","height_to_crown_1983_m","fill_perc_1983","BSD_1983","radial_10year_inc_1983_mm","DBH_1991_cm","DBH_2000_cm","height_2000_m","tree_code_2000","fire_code_2000","comments"
"8","0A","3790","PIMA",3.2,"1.3",NA,"0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.2","O","Z",NA,NA,NA,NA,"1.6","1.7","1.5","35",NA,NA,"1.3","4.4","4.4",NA,NA,""
"8","0A","3791","PIMA",8,"1.5",NA,"1.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.7","O","Z",NA,NA,NA,NA,"1.2","1.4","5.1","45",NA,NA,"3.3","9.4","9.5",NA,NA,""
"8","0A","3683","PIMA",7.5,"1.6",NA,NA,"1.1","2000",NA,NA,NA,NA,NA,NA,NA,"8.1","O","Z",NA,NA,NA,NA,"0.6","0.5","4","20",NA,NA,"3.1","7.7",NA,"DD",NA,""
"8","0A","3789","PIMA",4.5,"1.8",NA,"0.6",NA,"1982",NA,NA,NA,NA,NA,NA,NA,"5.1",NA,NA,NA,NA,NA,NA,NA,NA,"5.1",NA,NA,NA,"1.5",NA,NA,NA,NA,""
"8","0A","3684","PIMA",5.2,"2",NA,NA,"1.1",NA,NA,NA,NA,NA,NA,NA,NA,"7.1","O","Z",NA,NA,NA,NA,"1","1.2","2.7","30",NA,"7.27","2.3","8","9.1",NA,NA,""
"8","0A","3685","PIMA",5.5,"2.1",NA,NA,"2.4","1982","6.3",NA,"0.8","0",NA,"1985",NA,"4.1",NA,NA,NA,NA,NA,NA,NA,NA,"4.1",NA,NA,NA,"2.2",NA,NA,"DD",NA,""
"8","0B","3781","PIMA",3.5,NA,"0.1",NA,"2.4",NA,NA,NA,NA,NA,NA,NA,NA,"4","M","S",NA,NA,NA,NA,"0.9","1.3","2.5","15",NA,NA,"1.5","4.8","5.1",NA,NA,""
"8","0B","3786","PIMA",6.5,NA,"0.1","1.1",NA,"2000",NA,NA,NA,NA,NA,NA,NA,"8","S","NW",NA,NA,NA,NA,"1.5","1.1","4.7","65",NA,NA,"2.8","8.3","9","DS",NA,"Year dead was not in the data sheet, but the tree is DS,  therfore the year is left as is (2003)"
"8","0B","3777","PIMA",3.2,NA,"0.2",NA,"1.6",NA,NA,NA,NA,NA,NA,NA,"108","3.7","S","NW",NA,NA,NA,NA,"1.3","1.1","1.8","30",NA,"1.47","1.3","3.8","4.2",NA,NA,""
"8","0B","3779","PIMA",6.8,NA,"0.3",NA,"2.3",NA,NA,NA,NA,NA,NA,NA,NA,"7.8","S","S",NA,NA,NA,NA,"1.1","0.8","4.7","50",NA,NA,"3","8.7","8.9","LB",NA,""
"8","0B","3780","PIMA",8,NA,"0.4",NA,"2.4","2000",NA,NA,NA,NA,NA,NA,NA,"7.6","M","SE",NA,NA,NA,NA,"1.4","1","5.1","50",NA,NA,"3.4","8.9","9","DS",NA,""
"8","0B","3775","PIMA",3.5,NA,"0.4",NA,"0.6","1982",NA,NA,NA,NA,NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.2",NA,NA,"DD",NA,"Taken down (1983)"
"8","0B","3776","PIMA",5.5,NA,"0.8",NA,"1.4",NA,NA,NA,NA,NA,NA,NA,NA,"7.6","S","NE",NA,NA,NA,NA,"0.9","0.7","4.3","20",NA,NA,"2.3","6.1","9.2",NA,NA,""
"8","0B","3778","PIMA",5.8,NA,"1",NA,"2.3",NA,NA,NA,NA,NA,NA,NA,NA,"8.8","M","SW",NA,NA,NA,NA,"0.7","0.6","7.3","60",NA,NA,"2.5","6.5","10.2",NA,NA,""
"8","0B","3782","PIMA",8,NA,"1.2","2.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.8","M","NW",NA,NA,NA,NA,"0.7","0.8","5.6","90",NA,NA,"3.2","8.9","10.5",NA,NA,""
"8","0B","3760","PIMA",6.8,NA,"1.4","0.4",NA,"2000",NA,NA,NA,NA,NA,NA,NA,"7.6","O","Z",NA,NA,NA,NA,"1.4","1.8","4.6","65",NA,NA,"2.6","6.8",NA,"DD",NA,""
"8","0B","3774","PIMA",3.8,NA,"1.9",NA,"0.1","1982","4",NA,"0",NA,"0.7","1988",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,"1.5",NA,NA,"DD",NA,"Data is different than the original data sheets, but left as is b/c it is the original data entry (2003)"
"8","0B","3773","PIMA",9.2,NA,"1.9",NA,"2","1984",NA,NA,NA,NA,NA,NA,NA,"9.2",NA,NA,NA,NA,NA,NA,NA,NA,"9.2",NA,NA,NA,"3.7",NA,NA,"DD",NA,""
"8","0B","3785","PIMA",6.8,NA,"1.9","1.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.6","O","Z",NA,NA,NA,NA,"1.1","0.9","5.6","65",NA,NA,"2.9","8.3","10.8",NA,NA,""
"8","0B","3761","PIMA",9,NA,"2","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.6","O","Z",NA,NA,NA,NA,"1.5","1.6","7.3","85",NA,NA,"3.9","10.8","11.3",NA,NA,""
"8","0B","3784","PIMA",3.8,NA,"2","2.1",NA,"2000",NA,NA,NA,NA,NA,NA,NA,"7.1","S","SW",NA,NA,NA,NA,"1.1","1","3.6","20",NA,NA,"1.5","3.9","7.1","DS",NA,""
"8","0B","3772","PIMA",8,NA,"2.1",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"8.8","O","Z",NA,NA,NA,NA,"0.9","1.4","5.6","50",NA,NA,"3.4","8.6","9.7",NA,NA,""
"8","0B","3783","PIMA",6.5,NA,"2.2","2.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.1","O","Z",NA,NA,NA,NA,"0.6","1.2","5.1","40",NA,NA,"2.6","6.9","9.5",NA,NA,""
"8","0B","3771","PIMA",6.5,NA,"2.5",NA,"2.5",NA,NA,NA,NA,NA,NA,NA,NA,"8.6","M","SE",NA,NA,NA,NA,"0.8","1.4","6.6","60",NA,NA,"2.8","7.4","9.6",NA,NA,""
"8","0B","3768","PIMA",6,"0.2",NA,NA,"1.9",NA,NA,NA,NA,NA,NA,NA,NA,"5.6","O","Z",NA,NA,NA,NA,"1.7","3.2","2.7","20",NA,NA,"2.5","6.6","6.3",NA,NA,""
"8","0B","3767","PIMA",9,"0.3",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"8.8","O","Z",NA,NA,NA,NA,"1.5","1.3","5.1","80",NA,NA,"3.7","9","10.3",NA,NA,""
"8","0B","3762","PIMA",6.2,"0.7",NA,"0.3",NA,"2000",NA,NA,NA,NA,NA,NA,NA,"7.3","O","Z",NA,NA,NA,NA,"1.8","1.6","3.9","50",NA,NA,"2.7",NA,NA,"DD",NA,""
"8","0B","3763","PIMA",6,"1.9",NA,"1.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.8","M","NE",NA,NA,NA,NA,"1.8","1.6","4.3","30",NA,NA,"2.7","8.4","8.5",NA,NA,""
"8","0B","3766","PIMA",5.8,"1.9",NA,"2.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.3","S","NE",NA,NA,NA,NA,"0.9","1.6","3.7","60",NA,NA,"2.4","6.1","8","LL",NA,""
"8","0B","3769","PIMA",6.8,"2",NA,NA,"0.6","1984",NA,NA,NA,NA,NA,NA,NA,"6.7",NA,NA,NA,NA,NA,NA,NA,NA,"6.7",NA,NA,NA,"2.7",NA,NA,"DD",NA,""
"8","0B","3764","PIMA",8.2,"2",NA,"1.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.1","S","NE",NA,NA,NA,NA,"1.3","0.8","4.5","75",NA,NA,"3.3","8.8","7.9","LB",NA,""
"8","0B","3765","PIMA",8.8,"2",NA,"2.2",NA,"2000",NA,NA,NA,NA,NA,NA,NA,"10.6","O","Z",NA,NA,NA,NA,"0.9","1","7.6","80",NA,NA,"3.8","9","11.3","DS",NA,""
"8","0B","3770","PIMA",4.2,"2.1",NA,NA,"1.4","2000",NA,NA,NA,NA,NA,NA,NA,"4.2","O","Z",NA,NA,NA,NA,"1.5","1.5","2.6","20",NA,NA,"1.7","4.6",NA,"DD",NA,""
"8","0C","3759","PIMA",12.2,NA,"0.5",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"12","S","S",NA,NA,NA,NA,"1","1","7","80",NA,NA,"4.7","13.1","11.3",NA,NA,""
"8","0C","5495","PIMA",3,NA,"0.6","0.7",NA,"2000",NA,NA,NA,NA,NA,NA,NA,"4.1","M","SE",NA,NA,NA,NA,"0.8","1.2","1.6","10",NA,NA,"1.2","3.4","4.2","DS",NA,""
"8","0C","5496","PIMA",7.8,NA,"0.6","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.6","O","Z",NA,NA,NA,NA,"1.1","0.7","5.6","50",NA,NA,"3.2","8.1","10.5",NA,NA,""
"8","0C","5497","PIMA",8.5,NA,"0.8","0.5",NA,"2000",NA,NA,NA,NA,NA,NA,NA,"8.6","O","Z",NA,NA,NA,NA,"1","0.7","5.1","60",NA,NA,"3.3","8.8","8.3","DB2",NA,""
"8","0C","3758","PIMA",3.2,NA,"0.9",NA,"0.8",NA,NA,NA,NA,NA,NA,NA,NA,"3.5","O","Z",NA,NA,NA,NA,"1.4","1.4","2","25",NA,NA,"1.4","3.8","4.2",NA,NA,""
"8","0C","5498","PIMA",5.2,NA,"1.1","0.6",NA,"2000",NA,NA,NA,NA,NA,NA,"105","6.3","L","N",NA,NA,NA,NA,"1.1","1","4.2","50",NA,"4.71","2.5","5.3",NA,"DL",NA,""
"8","0C","5499","PIMA",4.8,NA,"1.2","1.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","S","SE",NA,NA,NA,NA,"1.6","1.6","3.5","25",NA,NA,"2.1","5.7","7",NA,NA,""
"8","0C","3757","PIMA",10.8,NA,"1.6",NA,"1.7",NA,NA,NA,NA,NA,NA,NA,NA,"9.9","O","Z",NA,NA,NA,NA,"1.6","1.4","7","65",NA,NA,"4.4","12.4","11.5",NA,NA,""
"8","0C","3756","PIMA",3.8,NA,"1.6",NA,"2.2",NA,NA,NA,NA,NA,NA,NA,NA,"5.5","L","SE",NA,NA,NA,NA,"1.2","0.8","3.8","15",NA,NA,"1.6","4.4","6.4",NA,NA,""
"8","0C","5500","PIMA",7.8,NA,"2.2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.6","S","NE",NA,NA,NA,NA,"1","1.3","5.3","55",NA,NA,"3.2","8.7","10.5",NA,NA,""
"8","0C","5504","PIMA",7.2,"0",NA,"0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.2","O","Z",NA,NA,NA,NA,"1","1.6","6.3","70",NA,NA,"3","8.3","10.2",NA,NA,""
"8","0C","5503","PIMA",4.8,"0.1",NA,"0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.6","O","Z",NA,NA,NA,NA,"1.6","1.4","3.6","35",NA,NA,"1.9","5.8","6.4",NA,NA,""
"8","0C","3753","PIMA",7.5,"0.2",NA,NA,"0.3",NA,NA,NA,NA,NA,NA,NA,NA,"8.5","S","NE",NA,NA,NA,NA,"0.9","0.9","5.8","80",NA,NA,"3","8.2","10",NA,NA,""
"8","0C","5505","PIMA",9,"0.7",NA,"2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.7","S","SE",NA,NA,NA,NA,"1.5","1.3","6.3","65",NA,NA,"3.6","9.7","11",NA,NA,""
"8","0C","3754","PIMA",7.8,"0.8",NA,NA,"0.4",NA,NA,NA,NA,NA,NA,NA,NA,"8.5","S","S",NA,NA,NA,NA,"0.8","0.5","4.3","80",NA,NA,"3.2","8.4","10.3",NA,NA,""
"8","0C","3752","PIMA",7.2,"1.2",NA,"2.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5","O","Z",NA,NA,NA,NA,"1.1","1","5","65",NA,NA,"3","9","10.4",NA,NA,""
"8","0C","5502","PIMA",4,"2.2",NA,NA,"2.2",NA,NA,NA,NA,NA,NA,NA,NA,"4.4","O","Z",NA,NA,NA,NA,"1.4","2","1.5","15",NA,NA,"1.7","4.7","5.2",NA,NA,""
"8","0C","3755","PIMA",8.5,"2.3",NA,NA,"1.3",NA,NA,NA,NA,NA,NA,NA,NA,"9.7","O","Z",NA,NA,NA,NA,"1.1","0.8","7.4","80",NA,NA,"3.5","9.2","11.1",NA,NA,""
"8","0C","5501","PIMA",5,"2.3",NA,"2.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.3","S","NE",NA,NA,NA,NA,"0.7","0.7","4.7","40",NA,NA,"2","5.6","8.4",NA,NA,""
"8","0D","5493","PIMA",5,NA,"0.6",NA,"0.6",NA,NA,NA,NA,NA,NA,NA,NA,"6","O","Z",NA,NA,NA,NA,"1.8","1.3","1.5","30",NA,NA,"2.1","5.9","7.6",NA,NA,""
"8","0D","5494","PIMA",5.2,NA,"0.8",NA,"0.1",NA,NA,NA,NA,NA,NA,NA,NA,"6.1","O","Z",NA,NA,NA,NA,"1.4","0.8","5","30",NA,NA,"2.2","6.5","8.7",NA,NA,""
"8","0D","5492","PIMA",6.5,NA,"1.6",NA,"0.8",NA,NA,NA,NA,NA,NA,NA,"117","7.6","S","SW",NA,NA,NA,NA,"1","1.1","4","50",NA,"3.64","2.7","7.6","8.9",NA,NA,""
"8","0D","5491","PIMA",8.8,NA,"2.1",NA,"2.2",NA,NA,NA,NA,NA,NA,NA,NA,"9.6","O","Z",NA,NA,NA,NA,"0.9","1.4","4","75",NA,NA,"3.6","10.5","11.2",NA,NA,""
"8","0D","5484","PIMA",3.8,"0.1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"5.2","O","Z",NA,NA,NA,NA,"1.2","1.5","1.2","35",NA,NA,"1.6","5.5","6.9",NA,NA,""
"8","0D","5485","PIMA",7.5,"0.4",NA,NA,"0.8",NA,NA,NA,NA,NA,NA,NA,NA,"8.6","L","S",NA,NA,NA,NA,"1.2","1.4","5","70",NA,NA,"3.1","8.7","9","LL",NA,""
"8","0D","5488","PIMA",5.2,"1.8",NA,NA,"0.2",NA,NA,NA,NA,NA,NA,NA,NA,"6.5","S","W",NA,NA,NA,NA,"1","1","4.3","40",NA,NA,"2.2","6","7.7",NA,NA,""
"8","0D","5487","PIMA",6,"1.9",NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA,NA,"7.9","O","Z",NA,NA,NA,NA,"0.8","0.6","5.6","60",NA,NA,"2.6","7","8.9",NA,NA,""
"8","0D","5483","PIMA",7.5,"1.1",NA,"0.2",NA,"1982",NA,NA,NA,NA,NA,NA,NA,"6.6",NA,NA,NA,NA,NA,NA,NA,NA,"6.6",NA,NA,NA,"2.8",NA,"6.4","DS",NA,""
"8","0D","5482","PIMA",8.8,"1.6",NA,"0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.8","S","E",NA,NA,NA,NA,"1.4","1.4","5","60",NA,NA,"3.7","9.3","10.7",NA,NA,""
"8","0D","5486","PIMA",7.8,"1.7",NA,NA,"0.4","1987",NA,NA,NA,NA,NA,NA,"113","8","O","Z",NA,NA,NA,NA,"1.3","1.1","4.5","50",NA,NA,"3","7.8",NA,"DB2",NA,""
"8","0D","5489","PIMA",8.8,"2.1",NA,NA,"1.7",NA,NA,NA,NA,NA,NA,NA,NA,"8.6","O","Z",NA,NA,NA,NA,"1","1","6.3","65",NA,NA,"3.6","9.7","10.3",NA,NA,""
"8","0D","5490","PIMA",9,"2.4",NA,NA,"1.1",NA,NA,NA,NA,NA,NA,NA,NA,"9.5","O","Z",NA,NA,NA,NA,"1.6","1.4","6.7","70",NA,NA,"3.8","10.7","11.7",NA,NA,""
"8","0D","5481","PIMA",10.5,"2.4",NA,"1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.5","O","Z",NA,NA,NA,NA,"1.8","1.1","5","75",NA,NA,"4.4","12.1","10.9",NA,NA,""
"8","0E","5466","PIMA",8.5,NA,"0.4","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.6","O","Z",NA,NA,NA,NA,"1.4","1.9","1.5","70",NA,NA,"3.6","9","9.5",NA,NA,""
"8","0E","5467","PIMA",9.2,NA,"0.6","0.2",NA,"1991",NA,NA,NA,NA,NA,NA,NA,"8.6","S","SE",NA,NA,NA,NA,"1.2","1","4.5","55",NA,NA,"3.7",NA,NA,"DB2",NA,""
"8","0E","5480","PIMA",7.2,NA,"1.9",NA,"0.1",NA,NA,NA,NA,NA,NA,NA,"111","8.1","O","Z",NA,NA,NA,NA,"1.2","1.8","2.9","50",NA,"3.57","3.1","8.1","10.4",NA,NA,""
"8","0E","5479","PIMA",7.8,NA,"2.2",NA,"1.8",NA,NA,NA,NA,NA,NA,NA,NA,"8","O","Z",NA,NA,NA,NA,"1.2","1","3.8","75",NA,NA,"3.2","8.8","10.7",NA,NA,""
"8","0E","5478","PIMA",6.8,NA,"2.2",NA,"2.1",NA,NA,NA,NA,NA,NA,NA,NA,"7","O","Z",NA,NA,NA,NA,"1.2","1","3.2","60",NA,NA,"2.8","7.5","8.1",NA,NA,""
"8","0E","5477","PIMA",6.5,NA,"2.4",NA,"2.1",NA,NA,NA,NA,NA,NA,NA,NA,"7.1","O","Z",NA,NA,NA,NA,"0.9","1","3.4","60",NA,NA,"2.6","7","8.6",NA,NA,""
"8","0E","5474","PIMA",8.2,"0.1",NA,NA,"1.6",NA,NA,NA,NA,NA,NA,NA,NA,"8.7","O","Z",NA,NA,NA,NA,"0.9","1","5.3","80",NA,NA,"3.4","9.8","10.3",NA,NA,""
"8","0E","5472","PIMA",7.8,"0.2",NA,"0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.6","S","N",NA,NA,NA,NA,"1.2","1.2","7.5","60",NA,NA,"3.3","9.2","10.4",NA,NA,""
"8","0E","5471","PIMA",8.5,"0.3",NA,"0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.8","S","NE",NA,NA,NA,NA,"0.6","0.4","5.3","90",NA,NA,"3.5","9","10.7",NA,NA,""
"8","0E","5470","PIMA",6.8,"0.3",NA,"1",NA,"1984",NA,NA,NA,NA,NA,NA,NA,"7","O","Z",NA,NA,NA,NA,"1","0.9","7",NA,NA,NA,"2.6",NA,"6.9","DS",NA,""
"8","0E","5475","PIMA",6.2,"0.4",NA,NA,"0.9",NA,NA,NA,NA,NA,NA,NA,NA,"8.3","O","Z",NA,NA,NA,NA,"1","0.8","6.1","60",NA,NA,"2.7","7","10",NA,NA,""
"8","0E","5469","PIMA",6.5,"0.4",NA,"1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","M","SW",NA,NA,NA,NA,"1","1.2","2","50",NA,NA,"2.8","8","9.8",NA,NA,""
"8","0E","5468","PIMA",10.8,"0.9",NA,"0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.7","S","S",NA,NA,NA,NA,"0.8","1.6","4.2","70",NA,NA,"4.4","12.2","10.4",NA,NA,""
"8","0E","5476","PIMA",8,"1",NA,NA,"0.7",NA,NA,NA,NA,NA,NA,NA,NA,"8.9","S","SE",NA,NA,NA,NA,"1","1","5.3","55",NA,NA,"3.3","9.4","10.9",NA,NA,""
"8","0E","5473","PIMA",2.8,"1",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"3.5","O","Z",NA,NA,NA,NA,"1","1.2","1","35",NA,NA,"1.3","3.9","4.3",NA,NA,""
"8","0F","3751","PIMA",6.5,NA,"0.3","0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.9","O","Z",NA,NA,NA,NA,"1.2","1.1","3.5","55",NA,NA,"2.7","7.9","8.9",NA,NA,""
"8","0F","3750","PIMA",4.8,NA,"0.3","0.5",NA,"1991",NA,NA,NA,NA,NA,NA,NA,"4.5","S","SW","10","SW",NA,NA,NA,NA,NA,"80",NA,NA,"1.9",NA,"4.2","DB2",NA,""
"8","0F","3745","PIMA",3.5,NA,"0.2",NA,"1.3",NA,NA,NA,NA,NA,NA,NA,NA,"4.6",NA,"SW","25","SW",NA,NA,"1.1","1.4","1.2","45",NA,NA,"1.7","5","5.5","LL",NA,""
"8","0F","3749","PIMA",2.8,NA,"0.4","0.9",NA,"1991",NA,NA,NA,NA,NA,NA,NA,"3.5","O","Z",NA,NA,NA,NA,"1.2","1.3","1.5","35",NA,NA,"1.1",NA,"2.9","DS",NA,""
"8","0F","3746","PIMA",6.5,NA,"0.6",NA,"1.7",NA,NA,NA,NA,NA,NA,NA,"116","7.5","O","Z",NA,NA,NA,NA,"0.8","0.8","2.5","70",NA,"3.37","3","7.7","9.2",NA,NA,""
"8","0F","3748","PIMA",8,NA,"0.9","1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.7","O","Z",NA,NA,NA,NA,"1.3","1.2","4.2","75",NA,NA,"3.4","9.5","9.8",NA,NA,""
"8","0F","3747","PIMA",8.8,NA,"1.5","1.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5","O","Z",NA,NA,NA,NA,"1.5","1.3","4.7","65",NA,NA,"3.6","9.7","9.9",NA,NA,""
"8","0F","3744","PIMA",5,NA,"2.3",NA,"0.1","2000",NA,NA,NA,NA,NA,NA,NA,"5.5","O","Z",NA,NA,NA,NA,"1","0.8","2.9","45",NA,NA,"2.1","6","6.7","DS",NA,""
"8","0F","3743","PIMA",3.2,NA,"2.4",NA,"0.1","1991",NA,NA,NA,NA,NA,NA,NA,"3.6","M","NW",NA,NA,NA,NA,"1.2","1.4","1.5","15",NA,NA,"1.4",NA,"6.8","DS",NA,""
"8","0F","3734","PIMA",3.2,"0.1",NA,NA,"2.3","1982","3","0",NA,NA,"2.2","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,""
"8","0F","3733","PIMA",8.8,"0.3",NA,NA,"0.8",NA,NA,NA,NA,NA,NA,NA,NA,"9.5","O","Z",NA,NA,NA,NA,"0.9","1","5.5","60",NA,NA,"3.6","9.4","11.5",NA,NA,""
"8","0F","3739","PIMA",4.2,"0.8",NA,NA,"1.9",NA,NA,NA,NA,NA,NA,NA,NA,"4.2","S","W",NA,NA,NA,NA,"1.3","1.6","2.2","15",NA,NA,"1.6","4.4","5.3",NA,NA,""
"8","0F","3738","PIMA",7.8,"1",NA,NA,"1.9",NA,NA,NA,NA,NA,NA,NA,NA,"8","O","Z",NA,NA,NA,NA,"1.4","0.8","5.5","65",NA,NA,"3","8.4","9.5",NA,NA,""
"8","0F","3735","PIMA",5.5,"1.2",NA,NA,"2.5",NA,NA,NA,NA,NA,NA,NA,NA,"6.5","O","Z",NA,NA,NA,NA,"1.3","1.2","3.6","45",NA,NA,"2.5","6.9","7.7",NA,NA,""
"8","0F","3737","PIMA",6.8,"1.3",NA,NA,"2.2",NA,NA,NA,NA,NA,NA,NA,NA,"8","S","N",NA,NA,NA,NA,"0.5","0.5","4","45",NA,NA,"2.8","7.5","9.6",NA,NA,""
"8","0F","3736","PIMA",7,"1.3",NA,NA,"2.3",NA,NA,NA,NA,NA,NA,NA,NA,"7.6","S","N",NA,NA,NA,NA,"0.9","0.6","4.7","45",NA,NA,"3","7.8","9.1",NA,NA,""
"8","0F","3740","PIMA",5.2,"1.4",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"6.5","O","Z",NA,NA,NA,NA,"1","1","3.7","25",NA,NA,"2.1","6.1","8.1",NA,NA,""
"8","0F","3741","PIMA",4.2,"1.5",NA,NA,"0.8","2000",NA,NA,NA,NA,NA,NA,NA,"6","O","Z",NA,NA,NA,NA,"1.1","1","2.9","45",NA,NA,"1.8","5","6.8","DS",NA,""
"8","0F","3742","PIMA",8.8,"2.3",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"8","M","SW",NA,NA,NA,NA,"1.7","1.4","4","70",NA,NA,"3.5","9.3","8.6",NA,NA,""
