8A,8,0,0.5,0,10,50,0,0,0,0,0,0,0,1,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8C,5,0,0,0.5,15,70,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8E,1,0,0,0,30,35,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0.1,0,0
8G,0,0,0,0,15,70,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
8I,0,0,0,0,30,50,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
0A,0,0,0,0,10,80,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
0C,1,0,0,0,15,70,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
0E,2,0,0,0,10,75,0,0.5,0,0,0,0,0,0.5,0.1,1,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0
0G,0.5,0,0,0,15,60,0,0.5,0,0,0,0,0,2,0,4,1,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0
0I,0.5,0,0,0,5,70,0,0.5,0,0,0,0,0,0,0,2,0.5,0.1,0,0,0,0.5,0,0.1,0,0,0,0,0,0,0,0
2A,0.5,0,0,0,40,40,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0.5,0
2C,0,0,0,0.5,35,35,0,0,0,0,0,0,0,0,0,1,1,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0.5,0,0,0
2E,0.5,0,0,0,30,35,0,0.5,0,0,0.1,0,0,0,0,2,1,0,0.1,0,0,0.5,0,0,0,0,0,0,1,0,0,0
2G,0,0,0,0,50,25,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0.5,0,0,0,1,0,0,0.5,0,0,0
2I,0,0,0,0,45,35,1,0,0,0,0,0,0,0,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4A,0,0,0,0,15,65,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C,0.5,0,0,0.1,15,40,0,0.5,0,0,0,0,0,0,0,2,1,0,0,0,0,0.1,0,0,0,0,0,0.5,0.5,0,0,0
4E,0,0,0,0,15,35,0,2,0,0,0,0,0,0,0,20,1,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0
4G,0,0,0,0,60,30,0,0,0,0,0,0,0,0,0,2,0.5,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0.5
4I,0,0,0,0,50,35,0,0,0,0,0,0,0,0,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0
6A,15,0.5,0.5,1,10,45,0,0.5,0,0,0,0.5,0,5,0.5,1,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
6C,4,0,0,0,20,50,0,0,0,0,0,0,0,0,0,1,2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
6E,0,0,0,0,65,20,0,0.5,0,0,0,0,0,0,0,2,2,0.1,0.5,0,0,0.1,0,0,0,0,0,0,1,0,0.5,0
6G,0,0,0,0,25,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0
6I,0,0,0,0,30,50,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.1,0
8A,15,0,0,0.5,5,40,0,0,0,0,0.5,0,0,2,0.5,1,0,0,0.5,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0
8C,10,0,0,0,15,60,0,1,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
8E,0.5,0,0,0.5,15,20,0,2,0,0,0.5,0,0,0,0,2,0.5,0,0.5,0,0,0.5,0,0,0.1,0,0,0,0,0.5,0,0
8G,0,0,0,0,25,45,1,0.5,0,0,0,0,0,0,0,0.5,2,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.5,0
8I,0,0,0,0,35,55,2,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
