9B,8,15,0,1,0,.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9C,50,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9D,10,25,.5,0,0,.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9E,80,8,.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9F,30,.05,1,0,0,0,0,0,0,0,0,0,0,0,.05,.01,0,.03,0,0,0,0,0,0
9G,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.05,0,0,0,0
9H,60,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9I,30,0,.5,0,3,.5,.5,0,0,0,0,0,0,0,0,0,0,.04,0,0,0,0,0,0
9J,70,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1B,30,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,.1,0,0,0,0,0,0
1D,2,0,4,0,8,0,0,.5,0,0,0,0,0,0,.5,0,0,0,0,0,0,2,0,0
1F,30,.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1H,15,25,.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1J,70,5,0,.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3J,65,.1,.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3H,55,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,40,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3D,40,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3B,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5B,3,0,6,.5,0,1,0,0,0,0,0,0,0,0,0,0,0,.5,0,0,0,0,0,0
5D,80,1,0,.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5F,20,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5H,.5,4,75,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5J,10,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7J,40,0,0,0,8,0,0,0,.1,0,0,0,0,0,0,.1,0,.1,0,.1,0,0,.5,0
7H,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7F,80,1,5,.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7D,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7B,20,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9B,8,15,0,.5,0,.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9D,15,10,.5,0,0,.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9F,30,.1,1,.5,0,0,0,0,0,0,0,0,0,0,.5,.5,0,.1,0,0,0,0,0,0
9H,55,1,.5,.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9J,75,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
