quad,stand,year,month,day,PIBA,PIGL,PIMA,POTR,POBA,BEPA,LALA,VAMY,VAVI,ARUV,ROAC,PRPE,AMAL,RUID,LODI,VIED,HUTO,SABE,ALCR,LEGR,SAPS,SYAL,BEPU,SASC,SHCA,SALSP,VACA,SAMY,MACA,ASLA,ANMU,GABO,MELI,LIBO,CARO,SOSP,VIAD,APAN,COUM,FRVI,POTRI,GELI,PYCH,HIUM,ORSE,EPAN,ARCA,ARNU,COCA,LIPH,ANPA,TRBO,VIRE,GORE,LAOC,VIAM,PEPA,ASCI,ACMI,ANRA,DRASP,SEIN,SEST,STLO,RASP,DRPA,GEBI,ARLY,CHEN,AQFL,GEAM,RUAR,PYAS,MINU,ORPU,ELIN,CXRI,CXSI,ORAS,AGSC,BRCI,SCPU,JUBA,ELGL,CACA,CAIN,FESA,BRIN,CXSP,EQVA,LYCO,LYAN,EQSY,EQSC,SEDE,EQPR,LYCL,EQAR,TEMP,PRVI,LOCA,PEGR,EMNI,COTRI,LYOB,RUPU,ERISP,PHFR,SOTR,CHUM
8E,SA,1983,7,16,2,0,20,0,0,0,0,0.5,2,0,4,0,0,0,0,0,0,0.5,0,10,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,3,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,NA,NA,NA,NA
8G,SA,1983,7,16,8,0,12,0,0,0,0,0.5,20,0,4,0,0,0,0,0,0,0.5,0,8,0,0,0,0,0.5,0,0,0.1,0.5,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0.5,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,51,0,0,0,0,0,0,0,NA,NA,NA,NA
8I,SA,1983,7,16,10,0,0,0,0,0,0,1,30,1,3,0,0,0,0,0,0,1,0,4,0.5,0,0,0,1,0,0,0,0.1,0,0,0,0,1,0,0,0,0,0,0,0.1,0.5,0,0,0,0.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,56,0,0,0,0,0,0,0,NA,NA,NA,NA
0A,SA,1983,8,10,3,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.5,0,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0.01,0,0.1,0,0,3,0,0,0.1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,2,0,0.01,0,0,0,0,0,58,0,0,0,0,0,0,0,NA,NA,NA,NA
0C,SA,1983,8,10,3,0,8,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.5,0,20,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0.1,0.1,0,0,0,0.01,0,0,4,0,0,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,4,0,0.01,0,0,0,0,0,55,0,0,0,0,0,0,0,NA,NA,NA,NA
0E,SA,1983,8,10,1,0,4,0,0,0,0,1,1,0.1,2,0,0,0,0,0,0,2,0,25,0,0,0,0,0,0,0,0,0.5,0,0,0,0,3,0,0,0,0,0,0,0.1,0.01,0,0,0,0.5,0,0,15,0,0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0.01,0,0,0,0,0,56,0,0,0,0,0,0,0,NA,NA,NA,NA
0G,SA,1983,8,10,4,0,2,0,0,0,0,1,2,0.5,0.5,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,10,0,0,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,NA,NA,NA,NA
0I,SA,1983,8,10,10,0,1,1,0,0,0,1,4,0,2,0,0,0,0,0,0,0.1,0,5,0,0,0,0,0.1,0,0.5,0,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,NA,NA,NA,NA
2A,SA,1983,8,10,12,0,0,0,0,0,0,1,4,8,3,0,0,0,0,0,0,0.5,0,20,0,0,0,0,2,0,0.1,0,0.1,0,0,0.1,0,4,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0.5,0,0,2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,NA,NA,NA,NA
2C,SA,1983,8,10,2,0,15,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0.5,0,15,0,0,0,0,0.5,0,0.1,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,4,0,0,0.1,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,57,0,0,0,0,0,0,0,NA,NA,NA,NA
2E,SA,1983,8,10,1,0,3,0.1,0,0,0,1,10,1,2,0,0,0,0,0,0,0.5,0,30,0,0,0,0,0.5,0,0.1,0,0.1,0,0,0,0.01,3,0,0,0,0,0,0,0.1,0.1,0,0,0,0.1,0,0,6,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,NA,NA,NA,NA
2G,SA,1983,8,10,4,0,8,0,0,0,0,0.5,5,0,3,0,0,0,0,0,0,1,0,8,0,0,0,0,0.1,0,0.1,0,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0.1,0.5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,NA,NA,NA,NA
2I,SA,1983,8,10,66,0,3,0,0,0,0,0.5,4,0,2,0,0,0,0,0,0,0.1,0,20,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.1,0,0,0,0,0,0,59,0,0,0,0,0,0,0,NA,NA,NA,NA
4A,SA,1983,8,10,12,0,15,0,0,0,0,1,2,0.5,4,0,0,0,0,0,0,0.1,0,10,0,0,0,0,0.1,0,0.1,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0.1,0.1,0,0,0,0.1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,NA,NA,NA,NA
4C,SA,1983,8,10,12,0,4,0.1,0,0,0,1,12,0,1,0,0,0,0,0,0,0.1,0,5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0.1,0.5,0,0,0,0.1,0,0,4,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,NA,NA,NA,NA
4E,SA,1983,8,10,8,0,20,0.5,0,0,0,0.1,0.5,0,2,0,0,0,0,0,0,0.5,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,NA,NA,NA,NA
4G,SA,1983,8,10,3,0,4,1,0,0,0,0.5,10,0.5,2,0,0,0,0,0,0,0,0,17,0,0,0,0,0.5,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0.5,0,0,0,0.1,0,0,0.5,0,0,0,0,0.1,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,NA,NA,NA,NA
4I,SA,1983,8,10,4,0,5,0.5,0,0,0,1,3,0,3,0,0,0,0,0,0,1,0,20,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,2,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,3,0,0,0.1,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0.1,0,0,0,0,0,NA,NA,NA,NA
6A,SA,1983,8,10,5,2,17,0,0,0,0,2,4,0,4,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0,0,0.5,0,0,5,0,0,0.1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.1,0,0,0,0,0,65,0,0.1,0,0,0,0,0,NA,NA,NA,NA
6C,SA,1983,8,10,6,10,9,4,0,0,0,5,13,0,4,0,0,0,0,0,0,1,0,30,0,0,0,0,1,0,0,0,3,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,10,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,58,0,0,0,0,0,0,0,NA,NA,NA,NA
6E,SA,1983,8,10,10,0,16,4,0,0,0,3,10,0,4,0,0,0,0,0,0,0,0,20,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,NA,NA,NA,NA
6G,SA,1983,8,10,18,0,5,3,0,0,0,5,5,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0.5,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0.5,0,0,5,0,0,0,0,0,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,62,0,0,0,0,0,0,0,NA,NA,NA,NA
6I,SA,1983,8,10,20,0,30,0,0,0,0,0.5,3,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0,0.5,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,NA,NA,NA,NA
8A,SA,1983,8,10,3,0,2,0.5,0,0,0,3,10,0,2,0,0,0,0,0,0,3,0,30,0,0,0,0,0,0,0,0,0.1,0,0,0,0,1,0,0,0,0,0,0,0.1,0,0,0,0,3,0,0,15,0,0,0.01,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,64,0,0,0,0,2,0.1,0,0,0,0,0
8C,SA,1983,8,10,12,0,24,0,0,0,0,5,7,4,2,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,1,0,0.1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,NA,NA,NA,NA
8E,SA,1983,8,10,5,0,17,0.5,0,0,0,0,4,0,5,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0.1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,NA,NA,NA,NA
8G,SA,1983,8,10,9,0,10,0,0,0,0,1,9,0,2,0,0,0,0,0,0,0.5,0,12,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.1,0.5,0,0,0,3,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,63,0,0,0,0,0,0,0,NA,NA,NA,NA
8I,SA,1983,8,10,15,0,0,0,0,0,0,4,15,2,4,0,0,0,0,0,0,1,0,10,0,0,0,0,2,0,0,0,0.5,0,0,0,0,4,0,0,0,0,0,0,1,0.1,0,0,0,0.5,0,0,3,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2,0,64,0,0,0,0,0,0.01,0,0,0,0,0
0A,SA,1983,8,26,3,0,0,0.1,0,0,0,2,2,0,0,0,0,0,0,0,0,0.5,0,6,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,1,0,0,0,0,0,0,1,0.01,0,0.01,0,0,0,0,3,0,0,0.1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,2,0,0.01,0,0,0,0,0,52,0,0,0,0,0,0,0,NA,NA,NA,NA
0C,SA,1983,8,26,2,0,15,0,0,0,0,0.5,1,0,1,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0.1,0.1,0,0.01,0,0.01,0,0,4,0,0,0.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,3,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,NA,NA,NA,NA
0E,SA,1983,8,26,0,0,5,0,0,0,0,2,1,0.1,0.5,0,0,0,0,0,0,2,0,25,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0,10,0,0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.01,0,0,0,0.5,0,50,0,0,0,0,0,0,0,NA,NA,NA,NA
0G,SA,1983,8,26,4,0,2,0.1,0,0,0,0.5,1,1,0.5,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0.1,0,0.1,0,0,0,0,2,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,6,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,NA,NA,NA,NA
0I,SA,1983,8,26,5,0,0.5,1,0,0,0,2,2,0,0.5,0,0,0,0,0,0,0,0,4,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0,0,0.1,0,0,3,0,0,0,0,0.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,NA,NA,NA,NA
2A,SA,1983,8,26,8,0,0,0,0,0,0,0.5,2,5,4,0,0,0,0,0,0,0.1,0,8,0,0,0,0,2,0,0,0,0.5,0,0,0.1,0,3,0,0,0,0,0,0,0.1,0.5,0,0.1,0,0.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,NA,NA,NA,NA
2C,SA,1983,8,26,3,0,17,0,0,0,0,1,1,0,0.5,0,0,0,0,0,0,0,0,6,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0,0,0.1,0,0,3,0,0,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,NA,NA,NA,NA
2E,SA,1983,8,26,4,0,2,0.1,0,0,0,0.5,4,0.5,3,0,0,0,0,0,0,0.5,0,15,0,0,0,0,0.5,0,0.1,0,0.5,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0.1,0,0,8,0,0,0.1,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,NA,NA,NA,NA
2G,SA,1983,8,26,4,0,6,0,0,0,0,0.5,3,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0.5,0,0.1,0,0.1,0,0,0,0,1,0,0,0,0,0,0,0.01,0.5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,NA,NA,NA,NA
2I,SA,1983,8,26,5,0,4,0,0,0,0,0.5,2,0,2,0,0,0,0,0,0,0.5,0,10,0,0,0,0.1,0,0,0,0,0.5,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,NA,NA,NA,NA
4A,SA,1983,8,26,10,0,15,0,0,0,0,0.5,1,0.5,3,0,0,0,0,0,0,0.1,0,6,0,0,0,0,0.1,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0.1,0.1,0,0,0,0.1,0,0,4,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,NA,NA,NA,NA
4C,SA,1983,8,26,8,0,6,0.5,0,0,0,2,8,0.1,1,0,0,0,0,0,0,0.5,0,3,0,0,0,0.5,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0.5,0.1,0,0,0,0.1,0,0,3,0,0,0,0,0.01,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,NA,NA,NA,NA
4E,SA,1983,8,26,6,0,15,0.1,0,0,0,0.1,1,0,1,0,0,0,0,0,0,0.5,0,1,0,0,0,0,2,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,NA,NA,NA,NA
4G,SA,1983,8,26,2,0,1,0.1,0,0,0,0.5,10,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0.5,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,NA,NA,NA,NA
4I,SA,1983,8,26,2,0,3,0.1,0,0,0,0.5,4,0,2,0,0,0,0,0,0,1,0,17,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2,0,0,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.01,50,0,0,0,0,0,0,0,NA,NA,NA,NA
6A,SA,1983,8,26,0.5,0,12,0,0,0,0,0.1,2,0,0.5,0,0,0,0,0,0,1,0,15,0,0,0,0.5,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,5,0,0,0.1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0.1,0,0,0,0,0.01,49,0,0,0,0,0,0,0,NA,NA,NA,NA
6C,SA,1983,8,26,3,0,5,4,0,0,0,1,5,0,0.5,0,0,0,0,0,0,0.5,0,17,0,0,0,0,0.5,0,0,0,2,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,NA,NA,NA,NA
6E,SA,1983,8,26,3,0,4,1,0,0,0,0.5,6,0,2,0,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0.1,0,0.1,0,0.1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,NA,NA,NA,NA
6G,SA,1983,8,26,10,0,1,1,0,0,0,2,5,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0.5,0,0.1,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,1,0,0,0,0,0,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,52,0,0,0,0,0,0,0,NA,NA,NA,NA
6I,SA,1983,8,26,5,0,17,0,0,0,0,0.5,1,0,2,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,3,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,NA,NA,NA,NA
8A,SA,1983,8,26,3,0,0.1,0,0,0,0,1,10,0,0.5,0,0,0,0,0,0,1,0,17,0,0,0,1,0,0,0,0,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0.01,0,0,0,0,0.5,0,0,15,0,0,0.1,0,0,0.1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.1,0,0,0,0,0,0,52,0,0,0,0,0.5,0.1,0,NA,NA,NA,NA
8C,SA,1983,8,26,5,0,12,0,0,0,0,0.5,5,0.5,1,0,0,0,0,0,0,0.5,0,8,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.5,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,NA,NA,NA,NA
8E,SA,1983,8,26,0,0,17,0,0,0,0,0.1,1,0,3,0,0,0,0,0,0,0.5,0,3,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,NA,NA,NA,NA
8G,SA,1983,8,26,5,0,10,0,0,0,0,0.5,8,0,3,0,0,0,0,0,0,0.5,0,5,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0.1,0.1,0,0,0,0.1,0,0,2,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,54,0,0,0,0,0,0,0,NA,NA,NA,NA
