stand,month,day,year,id,age,height_cm,diameter_mm,browsed,notes
7,7,20,1983,806,20,33,6,,
7,7,20,1983,828,7,10,2,,layered
7,7,22,1983,871,35,75,22,,
7,7,22,1983,816,20,43,7,,
7,7,22,1983,870,25,46,8,,
7,7,22,1983,824,25,45,10,,
7,7,22,1983,882,25,44,7,,
7,7,22,1983,836,27,29,5,,layered
7,7,22,1983,858,35,79,16,,
7,7,22,1983,844,20,39,6,,
7,7,22,1983,867,25,45,6,,
7,7,22,1983,890,25,49,7,,
7,7,22,1983,827,40,92,14,,
7,7,22,1983,860,40,96,14,,
7,7,22,1983,893,30,64,10,,
7,7,22,1983,832,7,17,2,,layered
7,7,22,1983,825,20,21,3,,layered
7,7,22,1983,854,5,6,1,,layered
7,7,22,1983,899,12,20,3,,layered
7,7,22,1983,855,6,10,1,,layered
7,7,22,1983,896,13,16,2,,layered
7,7,22,1983,840,15,21,3,,layered
7,7,22,1983,845,20,26,4,,layered
7,7,22,1983,802,30,39,10,,
7,7,22,1983,875,20,35,5,,layered
7,7,22,1983,817,25,38,10,,
7,7,22,1983,892,35,55,16,,
7,7,22,1983,819,30,101,18,,layered
7,7,22,1983,801,35,86,14,,layered
7,7,22,1983,898,30,28,7,,
7,7,22,1983,869,15,18,3,,
7,7,22,1983,805,55,270,35,,
7,7,22,1983,863,40,120,16,,
7,7,22,1983,873,50,205,29,,
7,7,22,1983,857,50,205,25,,
7,7,22,1983,846,25,64,15,,
7,7,22,1983,856,25,26,4,,layered
7,7,22,1983,813,26,29,5,,layered
