stand,month,day,year,id,age,height_cm,diameter_mm,browsed,notes
3,8,19,1983,932,7,39,11,1965,"browsed 'a long time ago' according to 1984 survey, so put in 1965"
3,8,19,1983,933,4,10,2,1982,
3,8,19,1983,934,1,7,3,1982,assumed 1982 was last browsed year given age of tree
3,8,19,1983,935,4,1,6,1982,
3,8,18,1983,937,1,1,2,1982,assumed 1982 was last browsed year given age of tree
3,8,18,1983,940,1,9,2,1982,assumed 1982 was last browsed year given age of tree
3,8,18,1983,942,2,10,6,1982,
3,8,18,1983,943,17.5,330,34,1965,
3,8,19,1983,945,6,5,4,1982,
3,8,19,1983,946,1,4,3,1982,assumed 1982 was last browsed year given age of tree
3,8,18,1983,947,1,2,3,1982,
3,8,18,1983,948,3,8,6,1982,"browsing documented, but no year given, so assumed 1982"
3,8,18,1983,952,1,3,4,1982,assumed 1982 was last browsed year given age of tree
3,8,19,1983,953,2,17,4,1982,assumed 1982 was last browsed year given age of tree
3,8,19,1983,954,3,18,5,1981,
3,8,19,1983,956,27.5,230,39,"1981, 1979",
3,8,19,1983,957,3,10,2,,
3,8,19,1983,958,25,70,14,"1981, 1979",
3,8,18,1983,960,1,4,4,1982,
3,8,18,1983,961,2,3,5,1982,
3,8,18,1983,962,2,2,5,1981,
3,8,18,1983,963,14,43,12,1981,
3,8,19,1983,964,4,7,7,1982,"browsing documented, but no year given, so assumed 1982"
3,8,19,1983,965,5,18,3,1981,
3,8,19,1983,966,5,13,5,1982,
3,8,18,1983,967,4,33,7,1982,
3,8,19,1983,968,8,16,4,1980,
3,8,19,1983,969,1,7,4,,
3,8,19,1983,970,5,10,5,1982,"browsing documented, but no year given, so assumed 1982"
3,8,18,1983,971,2,3,4,"1982, 1981",
3,8,19,1983,972,1,3,2,,
3,8,18,1983,973,1,1,2,,
3,8,18,1983,974,7,16,10,1982,
3,8,19,1983,975,12.5,39,15,1982,"browsing documented, but no year given, so assumed 1982"
3,8,18,1983,979,2,1,4,"1982, 1981",
3,8,19,1983,980,1,14,4,1982,
3,8,19,1983,981,3,2,2,"1982, 1981",
3,8,19,1983,982,5,4,9,1982,"browsing documented, but no year given, so assumed 1982"
3,8,18,1983,983,5,7,10,1982,"browsing documented, but no year given, so assumed 1982"
3,8,19,1983,984,6,10,6,1982,
3,8,19,1983,985,8,33,8,1981,
3,8,18,1983,989,25,83,15,1982,
3,8,18,1983,990,5,10,12,1982,
3,8,19,1983,993,20,118,27,"1982, 1980",
3,8,18,1983,996,5,30,11,1982,"browsing documented, but no year given, so assumed 1982"
3,8,19,1983,999,2,4,5,,
