4G,25,20,4,1,10,1,1,.5,0,0,0,.5,0,0,0,0,0,0,0,0,0,1,0,.5,.5,.5,0,0,.5,0,0,0,0,0,0,0,0,0
4I,20,10,5,3,20,0,0,.5,0,.5,.5,0,0,.5,0,0,0,0,0,0,.5,0,0,.5,.5,.5,.5,0,0,.5,0,0,4,0,0,0,0,0
6A,15,5,15,0,15,10,15,1,.5,0,0,0,0,0,0,0,0,0,0,0,0,.5,0,.5,.5,0,0,0,0,0,0,0,10,0,0,0,0,0
6C,40,30,0,0,0,3,0,3,0,0,0,1,.5,0,0,.5,0,0,0,0,0,.5,0,.5,.5,0,0,0,0,0,0,0,0,0,0,0,0,0
6E,10,10,20,0,10,1,.5,1,1,0,0,1,.5,0,0,.5,0,0,0,0,0,0,0,.5,.5,.5,.5,0,0,0,0,0,5,0,0,0,0,0
6G,30,30,3,0,5,0,1,2,1,.5,.5,0,.5,0,0,1,0,0,0,.1,0,0,0,.5,.5,.5,.5,.1,0,0,0,0,0,0,0,0,0,0
6I,25,40,0,0,0,0,0,1,0,.5,.5,0,0,.5,0,0,0,0,0,0,0,0,0,.5,.5,.5,.5,0,.5,0,0,0,0,0,0,0,0,0
8A,45,35,0,0,0,0,0,.1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,.5,.5,.5,0,0,0,0,0,0,0,0,0,0,0,0
8C,60,15,0,0,0,0,0,3,0,0,0,0,1,.5,0,1,0,0,0,0,0,.5,1,.5,.5,.5,.5,0,0,.5,0,0,0,0,0,0,0,0
8E,50,10,0,0,0,.5,0,3,0,0,.5,0,.5,0,0,.5,0,0,0,0,0,1,0,.5,.5,.5,.5,0,0,0,0,0,0,0,0,0,0,0
8G,30,20,5,0,.5,1,.5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,.5,.5,0,0,0,0,0,0,1,.5,0,0,0,0
8I,40,30,.5,0,0,0,3,2,1,0,0,0,0,.5,0,.5,0,0,0,0,0,0,0,.5,.5,0,.5,0,0,0,0,0,0,0,0,.5,0,0
