Month,Year,Stand,Quad,BEPA,PIGL,POBA,POTR,AMAL,LODI,LOIN,PRPE,RIGL,RILA,RITR,ROAC,RUID,SYAL,VAVI,VIED,ACMI,ARNU,ASCI,ASCO,ACRU,COCA,COTR,EPAN,FRVE,FRVI,GABO,GATR,GORE,LAOC,LIBO,MACA,MEPA,MINU,OSCH,PEPA,PYAS,ORSE,PYCH,RUPU,TRBO,VIRE,CACA,ELIN,SCPU,EQSY,HIUM,VIAM,ELGL,BRCI,VAMY,MOUN,AGTR,LYCO,DITR,ABBA,TAOF,RIOX
7,1986,5,0I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1986,5,2I,0,18,0,9,0,0,0,0,0,0,0.1,3,0,0,0,2,0,7,2,0,0.1,8,0,0.1,0,1,0.1,0,0,0.5,6,0.5,0.5,4,0,4,0,0,0,8,0,0.5,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1986,5,2G,0,10,0,8,0.1,0.1,4,0,0,0.1,0.1,3,0,0.01,0,2,0.1,5,2,0.1,0,5,0,0.1,0,0.1,0.1,0,0,0.5,4,0.5,0.1,3,0,0.5,0.5,0,0,2,0,0.5,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1986,5,2E,0,12,0,10,0,0.5,0.5,0,0,0.1,2,2,0,0,0,3,0.01,5,1,0.5,0.1,7,0,0.1,0,0.5,0.5,0,0,0.1,8,0.5,1,4,0,1,0.5,0.1,0,3,0,0.5,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1986,5,2C,0,10,0,8,0.5,0,3,0,0,0,1,0.5,0,0,0,3,0.1,6,1,0.5,0.1,8,0,0.1,0,0.1,0.1,0,0,0.1,7,0.1,0.5,3,0,1,0.1,0.01,0,3,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1986,5,2A,0,22,0,12,0,0.5,1,0,0,0,0.1,2,0,0,0,2,0.1,2,0.5,0.1,0.1,2,0,0.1,0,0.1,0.1,0,0,0.1,12,0.5,2,1,0,2,0.5,0,0,4,0,0.5,0.1,0.1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1986,5,4A,3,20,0,10,0,0.1,0.5,0,0,0.1,0.1,0.5,0,0,0,0.5,0.01,4,1,0.1,0.1,0.5,0.01,0,0,0.1,0.1,0,0,0.01,8,0,2,4,0,0.5,1,0,0,2,0.1,0.5,0.01,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1986,5,4C,0,12,0,10,0,0.1,1,0,0,0,0,2,0,0,0,2,0,5,0.5,0.1,0.1,7,0,0,0,0.1,0.1,0,0,0.1,9,0.1,0.5,4,0,0.5,0.5,0,0,4,0,0.5,0.1,0,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1986,5,4E,0,17,0,6,0,0.5,0.5,0,0,0.1,0,0.5,0,0,0,0.5,0,3,0.1,0.1,0,0.5,0,0,0.1,0,0.1,0.01,0,0.1,4,0.5,1,1,0,0.5,1,0,0,2,0,0.5,0.01,0,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1986,5,4G,0,13,0,8,0.5,0.1,0,0,0,0.1,0.1,2,0,0,0,3,0.1,6,2,0,0,4,0,0.01,0,0.5,0.5,0,0,0,12,0.5,0.5,3,0,3,0.5,0,0,4,0,0.5,0.1,0,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1986,5,4I,0,15,0,10,0,0.1,0,0,0,0,0.5,1,0,0,0,2,0.01,4,2,0.5,0.01,6,0,0.1,0,0.5,0.5,0,0,0.5,10,0.1,0.5,4,0,0.5,0.1,0,0,2,0,0.5,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1986,5,6I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1986,5,6G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1986,5,6E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1986,5,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1986,5,6A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1986,5,8A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1986,5,8C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1986,5,8E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1986,5,8G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1986,5,8I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1986,5,4A.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1986,5,4C.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1986,5,4E.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1986,5,4G.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
7,1986,5,4I.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,0A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,0C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,0E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,0G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,0I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,2I,0,17,0,7,0,0,0,0,0,0,0.1,2,0,0,0,3,0,0.5,0.5,0,0,3,0,0.01,0,0.1,0.1,0,0.1,0.1,2,1,0.5,0.5,0,1,0.1,0.01,0,3,0,0.1,0.1,0.01,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,2G,0,10,0,5,0,0.1,2,0,0,0.01,0.1,2,0,0,0,2,0.1,0.5,0.1,0,0,2,0,0,0,0,0.01,0,0,0.1,3,0.5,0.1,2,0,0.1,0.5,0,0,1,0,0.1,0.01,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,2E,0.1,10,0,8,0,0.1,0.5,0,0,0.1,0.5,1,0,0,0,3,0,0.5,0.1,0.1,0,5,0,0.01,0,0.5,0.01,0,0,0.1,3,1,0.1,2,0,0.1,0.5,0.1,0,0.5,0,0.1,0.1,0,0,0,0.01,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,2C,0,12,0,8,0.1,0.1,3,0,0,0.01,0.5,0.1,0,0,0,2,0.01,0.1,0.5,0.01,0.1,3,0,0.1,0,0.1,0.1,0,0,0.1,4,0.1,0.1,3,0,0.1,0.1,0.01,0,0.5,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,2A,0,20,0,10,0.1,0.1,0.5,0,0,0.01,0.1,1,0,0,0,2,0.01,0.1,0.1,0.01,0.01,1,0,0.01,0,0.1,0.1,0,0,0,7,0.1,0.1,0.5,0,0,0.5,0,0,1,0,0.1,0.01,0.1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,4A,3,20,0,10,0,0.1,0,0,0,0,0.1,1,0,0,0,0.5,0,0.5,0.1,0,0.01,1,0.01,0,0,0.5,0.1,0,0,0,4,0.1,1,2,0,0.1,0.5,0.1,0,0.5,0.1,0.5,0.01,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,4C,0,10,0,12,0,0.1,1,0,0,0.1,0.1,2,0,0,0,3,0,0.1,0.5,0.01,0.1,5,0.01,0,0,0.1,0.1,0,0,0.1,4,0.5,1,2,0,0.1,0.1,0,0,1,0,0.1,0.01,0,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,4E,0,20,0,12,0,0.1,0.1,0,0,0.1,0.1,1,0,0,0,0.5,0,0.5,0.01,0.01,0,0.5,0,0,0,0,0.1,0.1,0,0.1,3,0.5,0.5,0.5,0,0.1,0.5,0,0,0.5,0,0.1,0.01,0,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,4G,0,12,0,10,0.1,0.1,0.5,0,0,0.1,0,2,0,0,0,2,0.01,0.5,0.5,0,0,2,0,0.01,0,0.1,0.1,0,0,0,6,2,0.5,0.1,0,0.5,0.1,0,0,0.5,0,0.1,0.1,0.1,0,0.01,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,4I,0.1,12,0,12,0,0.1,0,0,0,0,0.1,1,0,0,0,2,0.01,0.5,0.1,0.01,0,2,0,0.1,0,0.5,0.01,0,0,0.1,4,0.5,0.1,3,0,0.1,0.1,0,0,1,0,0.1,0.01,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,6I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,6G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,6E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,6A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,8A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,8C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,8E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,8G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,8I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,4A.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,4C.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,4E.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,4G.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
6,1986,5,4I.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,0A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,0C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,0E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,0G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,0I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,2I,0,20,0,3,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0.01,0,0,0,3,0,0,0,0,0,0,0.01,0,4,0,0,6,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,2G,0,12,0,2,0,0,0.1,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,2E,0,10,0,4,0,0,0,0,0,0,0,0.01,0,0,0.01,0.1,0,0,0,0,0,2,0,0,0,0.1,0,0,0.01,0,3,0,0,3,0,0,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,2C,0,8,0,3,0,0,0.1,0,0,0,0,0.01,0,0,0,0.1,0,0,0,0,0,3,0,0,0,0.01,0,0,0,0,4,0,0,2,0,0,0.1,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,2A,0,22,0,4,0,0,0.1,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.1,0,0,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,4A,0,27,0,4,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,4,0,0,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,4C,0,9,0,4,0,0,0.1,0,0,0,0,0.01,0,0,0,0.1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,4E,0,8,0,3,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,2,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,4G,0.01,9,0,4,0,0,0,0,0,0,0,0.01,0,0,0,0.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,4I,0,10,0,3,0,0,0,0,0,0,0,0.01,0,0,0,0.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0.1,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,6I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,6G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,6E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,6A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,8A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,8C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,8E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,8G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,8I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,4A.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,4C.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,4E.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,4G.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
5,1986,5,4I.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
10,1986,5,0A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
10,1986,5,0C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
10,1986,5,0E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
10,1986,5,0G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
10,1986,5,0I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
10,1986,5,2I,0,20,0,3,0,0,0.01,0,0,0,0,0.1,0,0,0,0.01,0,0,0.1,0,0,9,0,0,0,0.1,0,0,0,0.01,10,0,0,4,0,0.01,0.1,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
10,1986,5,2G,0,12,0,3,0.01,0,0.1,0,0,0,0,0.1,0,0,0,0.01,0.01,0,0.1,0.01,0,4,0,0,0,0.1,0,0,0.1,0.01,5,0,0,3,0,0.01,0.1,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
10,1986,5,2E,0.01,11,0,3,0,0,0.01,0,0,0,0,0.01,0,0,0.1,0.01,0.01,0,0.01,0.01,0,5,0,0,0,0.1,0,0,0,0.1,3,0,0,2,0,0.01,0.1,0.1,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
10,1986,5,2C,0,6,0,2,0.01,0,0.01,0,0,0,0,0.01,0,0,0,0.1,0,0,0.1,0,0,4,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0.1,0.1,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
10,1986,5,2A,0,35,0,3,0,0,0.01,0,0,0,0,0.01,0,0,0,0.01,0,0,0.1,0,0,4,0,0,0,0.01,0,0,0,0.01,11,0,0,2,0,0,0.5,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0.01,0,0,NA,NA,NA,NA,NA
10,1986,5,4A,0,37,0,3,0,0,0.01,0,0,0,0,0.01,0,0,0,0.01,0,0,0.01,0,0,2,0,0,0,0.1,0,0,0,0,8,0,0,3,0,0,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
